298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e
"51033","2444112","0","0","1","ソノの今日は特別ご褒美オムライスのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ソノの今日は特別ご褒美オムライス」がマイルショップに並ぶようになる。"
"51034","2101112","0","0","1","ジータのグリルド・グラッジチャンクのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ジータのグリルド・グラッジチャンク」がマイルショップに並ぶようになる。"
"60001","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60002","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60011","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60012","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60021","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60022","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60031","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60032","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60041","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60042","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60051","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60052","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60061","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60062","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60071","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60072","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60081","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60082","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60091","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60092","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60101","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60102","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60103","0","0","0","9999","普通のカカオ","16","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","ミニゲームで使用するアイテム。"
"60104","0","0","0","9999","完熟カカオ","16","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","ミニゲームで使用するアイテム。"
"60105","0","0","0","9999","極上カカオ","16","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","ミニゲームで使用するアイテム。"
"60111","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60112","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60121","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60122","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60131","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60132","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60141","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60142","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60151","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60152","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60161","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60162","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60171","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60172","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60181","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60182","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60191","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60192","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60201","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60202","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60211","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60212","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60221","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60222","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60231","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60232","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60241","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60242","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60251","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60252","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60261","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60262","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60271","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60272","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
