3db13960448feb4c0d0188f75d03582a61a5e83664c854ef61961d6691a4507f,57f7771cd8306667839955cf1ed074b8bc6ba63a0c1c6f833a9334046088d56b,7c2d7dc66daa82f35417f84c92477419741e22569a9c467c28cc700a09a8c1de,c3538cac1003067502e8b0be4079e04ff0eda88e0f70e779db468d3fd1b4fdab,5cbc2870e5ad9c1cc3bd1c46bab7b6d3462b2036d8bc5496c09cdd7f0faf08c5,6e8b8e5703d8ed8b22e0476b09da69d0feaca8be43cc9d8329fa60968b7dabc4,d1eda560b9b44f6c9769e333a30240361fb404ae5a8786b8e903a63f3ef7e7a0,2f48a755619ee2fed3e64a5bb592b202811fed421c70add6542c057c8279ee57,1e462be7ebf4b130cfbd0103d964fbeba9cb97a983e5dc7c2e91b137e50edab2,ff422b62f747ae2b3f049bc8676b4ce7de466daceb9e8ee8b4191719a5148be5,ccdf5328ef2a01ec00342d17364f0cf6d140314d5362747dd686c725f1258e3d
"19190030","7.35294117647059","","-180","117211","919","2","","150","12",""
"19190031","7.35294117647059","","-180","61","919","33","","180","12",""
"19190032","7.35294117647059","","-180","1211","919","33","","150","12",""
"19190033","7.35294117647059","","-180","110011","919","2","","-150","12",""
"19190034","7.35294117647059","","-180","62","919","33","","-150","12",""
"19190035","7.35294117647059","","-180","1212","919","33","","-180","12",""
"19190036","","","","2","919","93","","0","",""
"19190037","19_tsumugi_dazzled_loop","0.1","0","117411","919","3","0.1","19_tsumugi_dazzled_in","1",""
"19190038","","","","19190030","919","91","","","",""
"19190039","0","","","vo_fpc","919","21","","vo_fpc_21902","",""
"19190040","1","-30","10","117211","919","11","0","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0","0.5"
"19190041","","","","0","919","91","","","",""
"19190042","","","","0.5","919","93","","0","",""
"19190043","0","","","vo_fpc","919","21","","vo_fpc_21903","",""
"19190044","1","0","10","110011","919","11","0","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0","0.5"
"19190045","","","","0","919","91","","","",""
"19190046","","","","0.5","919","93","","0","",""
"19190047","0","","","vo_fpc","919","21","","vo_fpc_21904","",""
"19190048","1","0","10","117411","919","11","0","え。二人とも何してるんですか！？\nってか眩しすぎません？","0","0.5"
"19190049","","","","0","919","91","","","",""
"19190050","","","","0.5","919","93","","0","",""
"19190051","0","","-180","61","919","33","","150","",""
"19190052","0","","-180","1211","919","33","","120","",""
"19190053","","","","117211","919","4","","1","",""
"19190054","19_nozomi_float","","0","117211","919","3","0.1","19_nozomi_notice_float","1",""
"19190055","0","","","vo_fpc","919","21","","vo_fpc_21905","",""
"19190056","1","-30","10","117211","919","11","0","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0","0.5"
"19190057","","","","0","919","91","","","",""
"19190058","","","","0.5","919","93","","0","",""
"19190059","0","","","vo_fpc","919","21","","vo_fpc_21906","",""
"19190060","1","0","10","110011","919","11","0","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0","0.5"
"19190061","","","","0","919","91","","","",""
"19190062","","","","0.5","919","93","","0","",""
"19190063","0","","-180","61","919","33","","180","",""
"19190064","0","","-180","1211","919","33","","150","",""
"19190065","","","","117211","919","4","","0","",""
"19190066","19_nozomi_float","","0","117211","919","3","0.1","19_nozomi_notice_float","1",""
"19190067","0","","","vo_fpc","919","21","","vo_fpc_21907","",""
"19190068","1","-30","10","117211","919","11","0","私も負けてられないな♪\nもっともっと輝かないと！","0","0.5"
"19190069","","","","0","919","91","","","",""
"19190070","","","","0.5","919","93","","0","",""
"19190071","19_nozomi_pose_loop","0.1","0","117211","919","3","0.1","19_nozomi_pose_in","1",""
"19190072","","","","1221","919","32","","1","",""
"19190073","","","","1211","919","32","","0","",""
"19190074","","","","1.5","919","93","","0","",""
"19190075","0","","","vo_fpc","919","21","","vo_fpc_21908","",""
"19190076","1","0","10","110011","919","11","0","ウチも、アゲていくよー！\nん～…たー！！","0","0.5"
"19190077","","","","0","919","91","","","",""
"19190078","","","","0.5","919","93","","0","",""
"19190079","19_suzuna_pose_loop","0.1","0","110011","919","3","0.1","19_suzuna_pose_in","1",""
"19190080","","","","1222","919","32","","1","",""
"19190081","","","","1212","919","32","","0","",""
"19190082","","","","1.5","919","93","","0","",""
"19190083","7.35294117647059","","-180","117211","919","2","","1150","",""
"19190084","7.35294117647059","","-180","61","919","33","","1180","",""
"19190085","7.35294117647059","","-180","1221","919","33","","1150","",""
"19190086","7.35294117647059","","-180","110011","919","2","","850","",""
"19190087","7.35294117647059","","-180","62","919","33","","850","",""
"19190088","7.35294117647059","","-180","1222","919","33","","820","",""
"19190089","0","","","vo_fpc","919","21","","vo_fpc_21909","",""
"19190090","1","0","10","117411","919","11","0","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0","0.5"
"19190091","","","","0","919","91","","","",""
"19190092","","","","0.5","919","93","","0","",""
"19190093","","","","19190083","919","91","","","",""
"19190094","19_tsumugi_run_loop","0.1","0","117411","919","3","0.1","19_tsumugi_run_in","1",""
"19190095","","","","0.3","919","93","","0","",""
"19190096","1.46188652975983","","-15","117411","919","2","","750","",""
"19190097","","","","19190096","919","91","","","",""
"19200001","-750","1.4875","22","1","920","1","0","115711","-15","20_kasumi_walk"
"19200002","-750","1.4875","23","3","920","5","0","3","-15","20_kasumi_walk"
"19200003","","","1","se_10053800","920","23","","se_fpc_water_random","",""
"19200004","","","","19200002","920","91","","","",""
"19200005","4.41176470588235","","-15","115711","920","2","","0","0",""
"19200006","4.41176470588235","","-15","3","920","2","","0","0",""
"19200007","","","","0","920","91","","","",""
"19200008","","0.3","1","115711","920","3","","20_kasumi_talk","",""
"19200009","","0.3","1","3","920","3","","20_kasumi_talk","",""
"19200010","0","","0","vo_fpc","920","21","","vo_fpc_22000","",""
"19200011","1","0","10","115711","920","11","0","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0","0.5"
"19200012","","","","0","920","91","","","",""
"19200013","","","","0.5","920","93","","0","",""
"19200014","20_kasumi_cool_surprise","0.2","0","115711","920","3","0","20_kasumi_cool_in","1",""
"19200015","20_kasumi_cool_loop","0.2","0","3","920","3","0","20_kasumi_cool_in","1",""
"19200016","0","","0","vo_fpc","920","21","","vo_fpc_22001","",""
"19200017","1","0","10","115711","920","11","0","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0","0.5"
"19200018","","","","0","920","91","","","",""
"19200019","","","","0.5","920","93","","0","",""
"19200020","0","","0","vo_fpc","920","21","","vo_fpc_22002","",""
"19200021","1","0","10","115711","920","11","0","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0","0.5"
"19200022","","","","0","920","91","","","",""
"19200023","","","","0.5","920","93","","0","",""
"19200024","20_kasumi_cool_anger","0.2","0","115711","920","3","0","20_kasumi_cool_anger_in","1",""
"19200025","20_kasumi_cool_loop","0.2","0","3","920","3","0","20_kasumi_cool_anger_in","1",""
"19200026","0","","0","vo_fpc","920","21","","vo_fpc_22003","",""
"19200027","1","0","10","115711","920","11","0","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0","0.5"
"19200028","","","","0","920","91","","","",""
"19200029","","","","0.5","920","93","","0","",""
"19200030","20_kasumi_approach_loop","0.1","0","115711","920","3","0","20_kasumi_approach_in","1",""
"19200031","20_kasumi_approach_loop","0.1","0","3","920","3","0","20_kasumi_approach_in","1",""
"19200032","0","","0","vo_fpc","920","21","","vo_fpc_22004","",""
"19200033","1","0","10","115711","920","11","0","以上の情報からプロファイリング\nできる犯人は…","0","0.5"
"19200034","","","","0","920","91","","","",""
"19200035","","","","0.5","920","93","","0","",""
"19200036","20_kasumi_doya_loop","0.1","0","115711","920","3","0","20_kasumi_doya_in","1",""
"19200037","20_kasumi_doya_loop","0.1","0","3","920","3","0","20_kasumi_doya_in","1",""
"19200038","0","","0","vo_fpc","920","21","","vo_fpc_22005","",""
"19200039","1","0","10","115711","920","11","0","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0","0.5"
"19200040","","","","0","920","91","","","",""
"19200041","","","","0.5","920","93","","0","",""
"19200042","0","","0","vo_fpc","920","21","","vo_fpc_22006","",""
"19200043","1","0","10","115711","920","11","0","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0","0.5"
"19200044","","","","0","920","91","","","",""
"19200045","","","","0.5","920","93","","0","",""
"19200046","","0.2","1","115711","920","3","","20_kasumi_thinking","",""
"19200047","","0.2","1","3","920","3","","20_kasumi_thinking","",""
"19200048","0","","0","vo_fpc","920","21","","vo_fpc_22007","",""
"19200049","1","0","10","115711","920","11","0","果たして、そんな人物が、\n実在するのであろうか…","0","0.5"
"19200050","","","","0","920","91","","","",""
"19200051","","","","0.5","920","93","","0","",""
"19200052","","0.2","1","115711","920","3","","20_kasumi_walk","",""
"19200053","","0.2","1","3","920","3","","20_kasumi_walk","",""
"19200054","4.41176470588235","","-15","115711","920","2","","750","0",""
"19200055","4.41176470588235","","-15","3","920","2","","750","0",""
"19200056","","","","0","920","91","","","",""
"19210001","-750","1.4875","22","1","921","1","0","115711","-15","20_kasumi_walk"
"19210002","-750","1.4875","23","3","921","5","0","3","-15","20_kasumi_walk"
"19210003","","","1","se_10053800","921","23","","se_fpc_water_random","",""
"19210004","","","","19210002","921","91","","","",""
"19210005","4.41176470588235","","-15","115711","921","2","","0","0",""
"19210006","4.41176470588235","","-15","3","921","2","","0","0",""
"19210007","","","","0","921","91","","","",""
"19210008","","0.3","1","115711","921","3","","20_kasumi_talk","",""
"19210009","","0.3","1","3","921","3","","20_kasumi_talk","",""
"19210010","0","","0","vo_fpc","921","21","","vo_fpc_22100","",""
"19210011","1","0","10","115711","921","11","0","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","0","0.5"
"19210012","","","","0","921","91","","","",""
"19210013","","","","0.5","921","93","","0","",""
"19210014","20_kasumi_cool_surprise","0.2","0","115711","921","3","0","20_kasumi_cool_in","1",""
"19210015","20_kasumi_cool_loop","0.2","0","3","921","3","0","20_kasumi_cool_in","1",""
"19210016","0","","0","vo_fpc","921","21","","vo_fpc_22101","",""
"19210017","1","0","10","115711","921","11","0","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","0","0.5"
"19210018","","","","0","921","91","","","",""
"19210019","","","","0.5","921","93","","0","",""
"19210020","20_kasumi_cool_anger","0.2","0","115711","921","3","0","20_kasumi_cool_anger_in","1",""
"19210021","20_kasumi_cool_loop","0.2","0","3","921","3","0","20_kasumi_cool_anger_in","1",""
"19210022","0","","0","vo_fpc","921","21","","vo_fpc_22102","",""
"19210023","1","0","10","115711","921","11","0","今回の事件で不可解な点は目撃者たちが\nことごとく口をつぐんでいる点だ。","0","0.5"
"19210024","","","","0","921","91","","","",""
"19210025","","","","0.5","921","93","","0","",""
"19210026","0","","0","vo_fpc","921","21","","vo_fpc_22103","",""
"19210027","1","0","10","115711","921","11","0","『ユース』や『ひめ』等と口にするものの\n皆目をそらして去っていく…","0","0.5"
"19210028","","","","0","921","91","","","",""
"19210029","","","","0.5","921","93","","0","",""
"19210030","20_kasumi_approach_loop","0.1","0","115711","921","3","0","20_kasumi_approach_in","1",""
"19210031","20_kasumi_approach_loop","0.1","0","3","921","3","0","20_kasumi_approach_in","1",""
"19210032","0","","0","vo_fpc","921","21","","vo_fpc_22104","",""
"19210033","1","0","10","115711","921","11","0","まるで巨大な力をもった闇の権力者集団\nでもいるかのように。","0","0.5"
"19210034","","","","0","921","91","","","",""
"19210035","","","","0.5","921","93","","0","",""
"19210036","20_kasumi_arm_crossed_loop","0.2","0","115711","921","3","0","20_kasumi_arm_crossed_in","1",""
"19210037","20_kasumi_arm_crossed_loop","0.2","0","3","921","3","0","20_kasumi_arm_crossed_in","1",""
"19210038","0","","0","vo_fpc","921","21","","vo_fpc_22105","",""
"19210039","1","0","10","115711","921","11","0","いや、そんな陰謀論はナンセンスだね。\n探偵が追うのは真実のみ。","0","0.5"
"19210040","","","","0","921","91","","","",""
"19210041","","","","0.5","921","93","","0","",""
"19210042","","0.2","1","115711","921","3","","20_kasumi_doya_loop","",""
"19210043","","0.2","1","3","921","3","","20_kasumi_doya_loop","",""
"19210044","0","","0","vo_fpc","921","21","","vo_fpc_22106","",""
"19210045","1","0","10","115711","921","11","0","興味深いことに、代金はきちんと\n支払われているらしい。","0","0.5"
"19210046","","","","0","921","91","","","",""
"19210047","","","","0.5","921","93","","0","",""
"19210048","","0.2","1","115711","921","3","","20_kasumi_thinking_ExBlink","",""
"19210049","","0.2","1","3","921","3","","20_kasumi_thinking_ExBlink","",""
"19210050","0","","0","vo_fpc","921","21","","vo_fpc_22107","",""
"19210051","1","0","10","115711","921","11","0","ずいぶん几帳面な犯人だね。しかし、\nユース、ひめ…いったい何者なんだ？","0","0.5"
"19210052","","","","0","921","91","","","",""
"19210053","","","","0.5","921","93","","0","",""
"19210054","","0.2","1","115711","921","3","","20_kasumi_thinking","",""
"19210055","","0.2","1","3","921","3","","20_kasumi_thinking","",""
"19210056","0","","0","vo_fpc","921","21","","vo_fpc_22108","",""
"19210057","1","0","10","115711","921","11","0","果たして、そんな人物が、\n実在するのであろうか…","0","0.5"
"19210058","","","","0","921","91","","","",""
"19210059","","","","0.5","921","93","","0","",""
"19210060","","0.2","1","115711","921","3","","20_kasumi_walk","",""
"19210061","","0.2","1","3","921","3","","20_kasumi_walk","",""
"19210062","4.41176470588235","","-15","115711","921","2","","750","0",""
"19210063","4.41176470588235","","-15","3","921","2","","750","0",""
"19210064","","","","0","921","91","","","",""
"19220001","-750","1.4875","22","1","922","1","0","115711","-15","20_kasumi_walk"
"19220002","-750","1.4875","23","3","922","5","0","3","-15","20_kasumi_walk"
"19220003","","","1","se_10053800","922","23","","se_fpc_water_random","",""
"19220004","","","","19220002","922","91","","","",""
