9c6900480681e8fdf12fc630e4b52a16acb09b336d94fd3faa10675f66429b65,4a023c32c5c42ecf767c9876f448f2f150bb44201d8e6d5a14299b8390ba0e3f,4473e618ee3f2c98992e2c0717f32c24c51f26ca28e5553b41ea31818445b6be,35e7b60b754e423a8021cd5ad5cda5e1ae1a5fb1b4ce160ec2296132a81bcf60,efe3879c12f9e80a872c5b954eaabddfdd5c7c668a0f63e770592cad008ab3ef,729566e2023a65b8594729e2f380b0189ce8627cf511dd0349abab591b9655a5,89eb53db5b617f6cb54b0fabfb8307ae1dbe0eca559d5330182ecaf4de9ebdfc,eba73c6051ec557a75174ae9fec61bcd520f21204b8232bfb1da852377bd3c50,498cdd4ff8ac8a4585542048d95ed9f2e35209f770b0e71f96a6c189f3cbd41f,9dae0255c9354f3a0650285dbc1987fa6d3be174912d43009bb9e4f47ce7d3aa,f4dfda8ed8bcd1686869c9a3738a90922491b9166aecb44e8ba65f51646feaaf
"0","0","31","200","1021325","0","","1","","225","1021325009"
"0","0","31","300","1021325","0","","1","","325","1021325010"
"0","27","5","1","1021325","1","empty","-14","0","1","1021325011"
"0","28","5","2","1021325","1","empty","-14","0","4","1021325012"
"0","26","5","3","1021325","1","empty","-14","0","4","1021325013"
"0","25","5","4","1021325","1","empty","-14","0","11","1021325014"
"0","24","5","5","1021325","1","empty","-14","0","14","1021325015"
"-10","13","5","6","1021325","1","empty","-24","0","11","1021325016"
"-10","12","5","7","1021325","1","empty","-24","0","14","1021325017"
"0","29","5","8","1021325","1","empty","-14","0","0","1021325018"
"-5","10","5","9","1021325","1","empty","-19","0","0","1021325019"
"0.7","0.46","6","0.55","1021325","0","","1","0","6","1021325020"
"0.7","0.46","6","0.55","1021325","0","","1","0","7","1021325021"
"0.7","0.46","6","0.55","1021325","0","","1","0","9","1021325022"
"","","141","","1021325","","","","","1","1021325023"
"","","91","","1021325","","","","","0","1021325024"
"","","93","0","1021325","","","","","0.033","1021325025"
"","0","23","se_obtent_10213_drama_cook_violet","1021325","","","","","se_10067600","1021325026"
"","0","3","vio_cook","1021325","0","","","0","1","1021325027"
"","0","3","vio_cook","1021325","0","","","0","2","1021325028"
"","0","3","vio_end","1021325","0","","","0","3","1021325029"
"","0","3","vio_cook","1021325","0","","","0","4","1021325030"
"","0","3","vio_white","1021325","0","","","0","5","1021325031"
"","0","3","vio_cook","1021325","0","","","0","6","1021325032"
"","0","3","vio_white","1021325","0","","","0","7","1021325033"
"","0","3","vio_cook","1021325","0","","","0","8","1021325034"
"","0","3","vio_cook_w","1021325","0","","","0","9","1021325035"
"","","93","0","1021325","","","","","3","1021325036"
"0","0","21","vo_obtent_1021325_01","1021325","","","","","vo_obtent_1021325","1021325037"
"","","93","0","1021325","","","","","2.366","1021325038"
"","","101","","1021325","","","","","1021325040","1021325039"
"","","24","0","1021325","","","","","se_obtent_10213_drama_cook_violet","1021325040"
"","","22","0","1021325","","","","","0","1021325041"
"1","1","6","1","1021325","0","","0","0","1","1021325042"
"1","1","6","1","1021325","0","","0","0","2","1021325043"
"1","1","6","1","1021325","0","","0","0","3","1021325044"
"1","1","6","1","1021325","0","","0","0","4","1021325045"
"1","1","6","1","1021325","0","","0","0","5","1021325046"
"1","1","6","1","1021325","0","","0","0","6","1021325047"
"1","1","6","1","1021325","0","","0","0","7","1021325048"
"1","1","6","1","1021325","0","","0","0","8","1021325049"
"1","1","6","1","1021325","0","","0","0","9","1021325050"
"","","37","eat","1021325","","","","","1","1021325051"
"","","32","0","1021325","","","","","4","1021325052"
"","","32","0","1021325","","","","","7","1021325053"
"","","32","1","1021325","","","","","10","1021325054"
"","","32","1","1021325","","","","","100","1021325055"
"","0","23","se_obtent_10213_drama_eat","1021325","","","","","se_10067600","1021325056"
"","","93","0","1021325","","","","","0","1021325057"
"0","0","21","vo_obtent_1021325_02","1021325","","","","","vo_obtent_1021325","1021325058"
"","","93","0","1021325","","","","","2.8","1021325059"
"0","0","21","vo_obtent_1021325_03","1021325","","","","","vo_obtent_1021325","1021325060"
"","","93","0","1021325","","","","","2.6","1021325061"
"","","26","","1021325","","","","","2","1021325062"
"0","0","21","vo_obtent_1021325_04","1021325","","","","","vo_obtent_1021325","1021325063"
"","","93","0","1021325","","","","","2.5","1021325064"
"","","101","","1021325","","","","","1021325066","1021325065"
"","","32","0","1021325","","","","","10","1021325066"
"","","32","0","1021325","","","","","100","1021325067"
"","","32","1","1021325","","","","","20","1021325068"
"","","32","1","1021325","","","","","200","1021325069"
"","","32","1","1021325","","","","","300","1021325070"
"","","24","0","1021325","","","","","se_obtent_10213_drama_eat","1021325071"
"","","22","0","1021325","","","","","0","1021325072"
"0","0","21","vo_obtent_1021325_05","1021325","","","","","vo_obtent_1021325","1021325073"
"","","25","bgm_MC319A","1021325","","","","","bgm_MC319A","1021325074"
"","0","23","se_obtent_10213_drama_break_1","1021325","","","","","se_10067600","1021325075"
"","","93","0","1021325","","","","","3.5","1021325076"
"","","101","","1021325","","","","","1021325078","1021325077"
"","","37","break_2","1021325","","","","","20","1021325078"
"","","37","break_2","1021325","","","","","200","1021325079"
"","","37","break_2","1021325","","","","","300","1021325080"
"","","24","0","1021325","","","","","se_obtent_10213_drama_break_1","1021325081"
"","","22","0","1021325","","","","","0","1021325082"
"0","0","21","vo_obtent_1021325_06","1021325","","","","","vo_obtent_1021325","1021325083"
"","0","23","se_obtent_10213_drama_break_2","1021325","","","","","se_10067600","1021325084"
"","","93","0","1021325","","","","","4","1021325085"
"","","101","","1021325","","","","","1021325087","1021325086"
"","","37","break_3","1021325","","","","","20","1021325087"
"","","37","break_3","1021325","","","","","200","1021325088"
"","","37","break_3","1021325","","","","","300","1021325089"
"","","24","0","1021325","","","","","se_obtent_10213_drama_break_2","1021325090"
"","","22","0","1021325","","","","","0","1021325091"
"0","0","21","vo_obtent_1021325_07","1021325","","","","","vo_obtent_1021325","1021325092"
"","0","23","se_obtent_10213_drama_break_3","1021325","","","","","se_10067600","1021325093"
"","","93","0","1021325","","","","","5","1021325094"
"","","101","","1021325","","","","","1021325096","1021325095"
"","","37","break_4","1021325","","","","","300","1021325096"
"","","32","1","1021325","","","","","21","1021325097"
"","","93","0","1021325","","","","","0.2","1021325098"
"","","141","","1021325","","","","","0","1021325099"
"","","93","0","1021325","","","","","0.1","1021325100"
"","","92","","1021325","","","","","","1021325101"
"","","101","","1021325","","","","","1021325103","1021325102"
"","","24","0","1021325","","","","","se_obtent_10213_drama_break_3","1021325103"
"","","22","0","1021325","","","","","0","1021325104"
"","","32","1","1021325","","","","","22","1021325105"
"","","93","0","1021325","","","","","0.4","1021325106"
"0","0","31","1","1021326","1","","1","","1","1021326001"
"0","0","31","4","1021326","1","","1","","4","1021326002"
"0","0","31","7","1021326","1","","1","","7","1021326003"
"0","0","31","10","1021326","0","","1","","10","1021326004"
"0","0","31","20","1021326","0","","1","","20","1021326005"
"0","0","31","21","1021326","0","","1","","21","1021326006"
"0","0","31","22","1021326","0","","1","","22","1021326007"
"0","0","31","100","1021326","0","","1","","126","1021326008"
"0","0","31","200","1021326","0","","1","","226","1021326009"
"0","0","31","300","1021326","0","","1","","326","1021326010"
"0","27","5","1","1021326","1","empty","-14","0","1","1021326011"
"0","28","5","2","1021326","1","empty","-14","0","4","1021326012"
"0","26","5","3","1021326","1","empty","-14","0","4","1021326013"
"0","25","5","4","1021326","1","empty","-14","0","11","1021326014"
"0","24","5","5","1021326","1","empty","-14","0","14","1021326015"
"-10","13","5","6","1021326","1","empty","-24","0","11","1021326016"
"-10","12","5","7","1021326","1","empty","-24","0","14","1021326017"
"0","29","5","8","1021326","1","empty","-14","0","0","1021326018"
"-5","10","5","9","1021326","1","empty","-19","0","0","1021326019"
"0.7","0.46","6","0.55","1021326","0","","1","0","6","1021326020"
"0.7","0.46","6","0.55","1021326","0","","1","0","7","1021326021"
"0.7","0.46","6","0.55","1021326","0","","1","0","9","1021326022"
"","","141","","1021326","","","","","1","1021326023"
"","","91","","1021326","","","","","0","1021326024"
"","","93","0","1021326","","","","","0.033","1021326025"
"","0","23","se_obtent_10213_drama_cook_violet","1021326","","","","","se_10067600","1021326026"
"","0","3","vio_cook","1021326","0","","","0","1","1021326027"
"","0","3","vio_cook","1021326","0","","","0","2","1021326028"
"","0","3","vio_end","1021326","0","","","0","3","1021326029"
"","0","3","vio_cook","1021326","0","","","0","4","1021326030"
"","0","3","vio_white","1021326","0","","","0","5","1021326031"
"","0","3","vio_cook","1021326","0","","","0","6","1021326032"
"","0","3","vio_white","1021326","0","","","0","7","1021326033"
"","0","3","vio_cook","1021326","0","","","0","8","1021326034"
"","0","3","vio_cook_w","1021326","0","","","0","9","1021326035"
"","","93","0","1021326","","","","","3","1021326036"
"0","0","21","vo_obtent_1021326_01","1021326","","","","","vo_obtent_1021326","1021326037"
"","","93","0","1021326","","","","","2.366","1021326038"
"","","101","","1021326","","","","","1021326040","1021326039"
"","","24","0","1021326","","","","","se_obtent_10213_drama_cook_violet","1021326040"
"","","22","0","1021326","","","","","0","1021326041"
"1","1","6","1","1021326","0","","0","0","1","1021326042"
"1","1","6","1","1021326","0","","0","0","2","1021326043"
"1","1","6","1","1021326","0","","0","0","3","1021326044"
"1","1","6","1","1021326","0","","0","0","4","1021326045"
"1","1","6","1","1021326","0","","0","0","5","1021326046"
"1","1","6","1","1021326","0","","0","0","6","1021326047"
"1","1","6","1","1021326","0","","0","0","7","1021326048"
"1","1","6","1","1021326","0","","0","0","8","1021326049"
"1","1","6","1","1021326","0","","0","0","9","1021326050"
"","","37","eat","1021326","","","","","1","1021326051"
"","","32","0","1021326","","","","","4","1021326052"
"","","32","0","1021326","","","","","7","1021326053"
"","","32","1","1021326","","","","","10","1021326054"
"","","32","1","1021326","","","","","100","1021326055"
"","0","23","se_obtent_10213_drama_eat","1021326","","","","","se_10067600","1021326056"
"","","93","0","1021326","","","","","0","1021326057"
"0","0","21","vo_obtent_1021326_02","1021326","","","","","vo_obtent_1021326","1021326058"
"","","93","0","1021326","","","","","2.8","1021326059"
"0","0","21","vo_obtent_1021326_03","1021326","","","","","vo_obtent_1021326","1021326060"
"","","93","0","1021326","","","","","2.6","1021326061"
"","","26","","1021326","","","","","2","1021326062"
"0","0","21","vo_obtent_1021326_04","1021326","","","","","vo_obtent_1021326","1021326063"
"","","93","0","1021326","","","","","2.5","1021326064"
"","","101","","1021326","","","","","1021326066","1021326065"
"","","32","0","1021326","","","","","10","1021326066"
"","","32","0","1021326","","","","","100","1021326067"
"","","32","1","1021326","","","","","20","1021326068"
"","","32","1","1021326","","","","","200","1021326069"
"","","32","1","1021326","","","","","300","1021326070"
"","","24","0","1021326","","","","","se_obtent_10213_drama_eat","1021326071"
"","","22","0","1021326","","","","","0","1021326072"
"0","0","21","vo_obtent_1021326_05","1021326","","","","","vo_obtent_1021326","1021326073"
"","","25","bgm_MC319A","1021326","","","","","bgm_MC319A","1021326074"
"","0","23","se_obtent_10213_drama_break_1","1021326","","","","","se_10067600","1021326075"
"","","93","0","1021326","","","","","3.5","1021326076"
"","","101","","1021326","","","","","1021326078","1021326077"
"","","37","break_2","1021326","","","","","20","1021326078"
"","","37","break_2","1021326","","","","","200","1021326079"
"","","37","break_2","1021326","","","","","300","1021326080"
"","","24","0","1021326","","","","","se_obtent_10213_drama_break_1","1021326081"
"","","22","0","1021326","","","","","0","1021326082"
"0","0","21","vo_obtent_1021326_06","1021326","","","","","vo_obtent_1021326","1021326083"
"","0","23","se_obtent_10213_drama_break_2","1021326","","","","","se_10067600","1021326084"
"","","93","0","1021326","","","","","4","1021326085"
"","","101","","1021326","","","","","1021326087","1021326086"
"","","37","break_3","1021326","","","","","20","1021326087"
"","","37","break_3","1021326","","","","","200","1021326088"
"","","37","break_3","1021326","","","","","300","1021326089"
"","","24","0","1021326","","","","","se_obtent_10213_drama_break_2","1021326090"
"","","22","0","1021326","","","","","0","1021326091"
"0","0","21","vo_obtent_1021326_07","1021326","","","","","vo_obtent_1021326","1021326092"
"","0","23","se_obtent_10213_drama_break_3","1021326","","","","","se_10067600","1021326093"
"","","93","0","1021326","","","","","5","1021326094"
"","","101","","1021326","","","","","1021326096","1021326095"
"","","37","break_4","1021326","","","","","300","1021326096"
"","","32","1","1021326","","","","","21","1021326097"
"","","93","0","1021326","","","","","0.2","1021326098"
"","","141","","1021326","","","","","0","1021326099"
"","","93","0","1021326","","","","","0.1","1021326100"
"","","92","","1021326","","","","","","1021326101"
"","","101","","1021326","","","","","1021326103","1021326102"
"","","24","0","1021326","","","","","se_obtent_10213_drama_break_3","1021326103"
"","","22","0","1021326","","","","","0","1021326104"
"","","32","1","1021326","","","","","22","1021326105"
"","","93","0","1021326","","","","","0.4","1021326106"
"0","0","31","1","1021327","1","","1","","1","1021327001"
"0","0","31","4","1021327","1","","1","","4","1021327002"
"0","0","31","7","1021327","1","","1","","7","1021327003"
"0","0","31","10","1021327","0","","1","","10","1021327004"
"0","0","31","20","1021327","0","","1","","20","1021327005"
"0","0","31","21","1021327","0","","1","","21","1021327006"
"0","0","31","22","1021327","0","","1","","22","1021327007"
"0","0","31","100","1021327","0","","1","","127","1021327008"
"0","0","31","200","1021327","0","","1","","227","1021327009"
"0","0","31","300","1021327","0","","1","","327","1021327010"
"0","27","5","1","1021327","1","empty","-14","0","1","1021327011"
"0","28","5","2","1021327","1","empty","-14","0","4","1021327012"
"0","26","5","3","1021327","1","empty","-14","0","4","1021327013"
"0","25","5","4","1021327","1","empty","-14","0","11","1021327014"
"0","24","5","5","1021327","1","empty","-14","0","14","1021327015"
"-10","13","5","6","1021327","1","empty","-24","0","11","1021327016"
"-10","12","5","7","1021327","1","empty","-24","0","14","1021327017"
"0","29","5","8","1021327","1","empty","-14","0","0","1021327018"
"-5","10","5","9","1021327","1","empty","-19","0","0","1021327019"
"0.7","0.46","6","0.55","1021327","0","","1","0","6","1021327020"
"0.7","0.46","6","0.55","1021327","0","","1","0","7","1021327021"
"0.7","0.46","6","0.55","1021327","0","","1","0","9","1021327022"
"","","141","","1021327","","","","","1","1021327023"
"","","91","","1021327","","","","","0","1021327024"
"","","93","0","1021327","","","","","0.033","1021327025"
"","0","23","se_obtent_10213_drama_cook_violet","1021327","","","","","se_10067600","1021327026"
"","0","3","vio_cook","1021327","0","","","0","1","1021327027"
"","0","3","vio_cook","1021327","0","","","0","2","1021327028"
"","0","3","vio_end","1021327","0","","","0","3","1021327029"
