f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9
"10","19180020","0.5","11","110111","0","1","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0","0","918"
"","19180021","","91","0","","","","","","918"
"","19180022","","93","0.5","","","0","","","918"
"","19180023","","21","vo_fpc","","0","vo_fpc_21802","","","918"
"10","19180024","0.5","11","113511","0","1","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0","0","918"
"","19180025","","91","0","","","","","","918"
"","19180026","","93","0.5","","","0","","","918"
"","19180027","","32","12","","","0","","","918"
"","19180028","","32","42","","","1","","","918"
"","19180029","","32","41","","","1","","","918"
"0","19180030","","3","113511","0.1","18_misato_idle_loop","18_misato_idle_in","1","0.1","918"
"0","19180031","","3","110111","0.1","18_io_stopSwim_loop","18_io_stopSwim_in","1","0.1","918"
"","19180032","","21","vo_fpc","","0","vo_fpc_21803","","","918"
"10","19180033","0.5","11","110111","0","1","でも、私も先生だから\n本当は教えてあげないといけないのに…","0","0","918"
"","19180034","","91","0","","","","","","918"
"","19180035","","93","0.5","","","0","","","918"
"0","19180036","","3","113511","0.1","18_misato_talk_loop","18_misato_talk_in","1","0.1","918"
"","19180037","","21","vo_fpc","","0","vo_fpc_21804","","","918"
"10","19180038","0.5","11","113511","0","1","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0","0","918"
"","19180039","","91","0","","","","","","918"
"","19180040","","93","0.5","","","0","","","918"
"","19180041","","21","vo_fpc","","0","vo_fpc_21805","","","918"
"10","19180042","0.5","11","113511","0","1","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0","0","918"
"","19180043","","91","0","","","","","","918"
"","19180044","","93","0.5","","","0","","","918"
"0","19180045","","3","110111","0.1","18_io_guts_loop","18_io_guts_in","1","0.1","918"
"","19180046","","21","vo_fpc","","0","vo_fpc_21806","","","918"
"10","19180047","0.5","11","110111","0","1","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0","0","918"
"","19180048","","91","0","","","","","","918"
"","19180049","","93","0.5","","","0","","","918"
"0","19180050","","3","110111","0.1","18_io_flutterKick2_loop","18_io_flutterKick2_in","1","0.1","918"
"-180","19180051","","2","110111","","1.8552036199095","300","","","918"
"-180","19180052","","33","42","","1.8552036199095","300","","","918"
"-180","19180053","","33","12","","1.8552036199095","300","","","918"
"","19180054","","32","42","","","0","","","918"
"","19180055","","32","12","","","1","","","918"
"","19180056","","93","1","","","0","","","918"
"0","19180057","","3","113511","0.1","18_misato_talk2_loop","18_misato_talk2_in","1","0.1","918"
"","19180058","","91","19180051","","","","","","918"
"-180","19180059","","2","110111","","3.23529411764706","850","","","918"
"-180","19180060","","33","42","","3.23529411764706","850","","","918"
"-180","19180061","","33","12","","3.23529411764706","850","","","918"
"","19180062","","32","42","","","1","","","918"
"","19180063","","32","12","","","0","","","918"
"0","19180064","","3","113511","0.1","18_misato_surprise_loop","18_misato_surprise_in","1","0.1","918"
"0","19180065","","3","110111","0.1","18_io_accident_loop","18_io_accident_in","1","0.1","918"
"","19180066","","21","vo_fpc","","0","vo_fpc_21807","","","918"
"10","19180067","0.5","11","110111","0","1","きゃっ水着が！","0","0","918"
"","19180068","","91","0","","","","","","918"
"","19180069","","93","0.5","","","0","","","918"
"","19180070","","21","vo_fpc","","0","vo_fpc_21808","","","918"
"10","19180071","0.5","11","113511","0","1","イオ先生！？\nあらあら～！","0","0","918"
"","19180072","","91","0","","","","","","918"
"","19180073","","93","0.5","","","0","","","918"
"0","19180074","","3","113511","0.1","cmn_swm_breastStroke","18_misato_breastStroke_in","1","0","918"
"","19180075","","32","41","","","0","","","918"
"","19180076","","32","11","","","1","","","918"
"-180","19180077","","2","113511","","3.61990950226244","850","","","918"
"-180","19180078","","33","11","","3.61990950226244","850","","","918"
"","19180079","","91","19180059","","","","","","918"
"","19180080","","91","19180077","","","","","","918"
"22","19190001","19_nozomi_float","1","1","0","-850","117211","-180","1.75","919"
"22","19190002","19_suzuna_float","1","1","0","-1150","110011","-180","1.75","919"
"12","19190003","19_tsumugi_search","1","1","0","-750","117411","-15","1.4875","919"
"-820","19190004","","31","6","","-180","61","1","1","919"
"-850","19190005","","31","121","","-180","1211","1","1","919"
"150","19190006","","31","122","","-180","1221","1","0","919"
"-1150","19190007","","31","6","","-180","62","1","1","919"
"-1180","19190008","","31","121","","-180","1212","1","1","919"
"-180","19190009","","31","122","","-180","1222","1","0","919"
"","19190010","","13","117211","","","45","","","919"
"","19190011","","13","110011","","","45","","","919"
"","19190012","","13","117411","","","45","","","919"
"1","19190013","","23","se_10053800","","","se_fpc_water_random","","","919"
"","19190014","","13","117411","","","49","","","919"
"","19190015","","91","19190012","","","0","","","919"
"-15","19190016","","2","117411","","9.92647058823529","330","","","919"
"","19190017","","93","3.5","","","0","","","919"
"","19190018","","21","vo_fpc","","0","vo_fpc_21900","","","919"
"15","19190019","0.5","11","117411","0","1","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0","0","919"
"","19190020","","91","0","","","","","","919"
"","19190021","","93","0.5","","","0","","","919"
"","19190022","","91","19190016","","","","","","919"
"1","19190023","","3","117211","","","19_nozomi_float","","0.1","919"
"0","19190024","","3","117411","0.1","19_tsumugi_notice_loop","19_tsumugi_notice_in","1","0.1","919"
"","19190025","","93","0.2","","","0","","","919"
"","19190026","","21","vo_fpc","","0","vo_fpc_21901","","","919"
"10","19190027","0.5","11","117411","0","1","あら？　あれは…上流から何か\n光るものが…","0","0","919"
"","19190028","","91","0","","","","","","919"
"","19190029","","93","0.5","","","0","","","919"
"-180","19190030","","2","117211","","7.35294117647059","150","12","","919"
"-180","19190031","","33","61","","7.35294117647059","180","12","","919"
"-180","19190032","","33","1211","","7.35294117647059","150","12","","919"
"-180","19190033","","2","110011","","7.35294117647059","-150","12","","919"
"-180","19190034","","33","62","","7.35294117647059","-150","12","","919"
"-180","19190035","","33","1212","","7.35294117647059","-180","12","","919"
"","19190036","","93","2","","","0","","","919"
"0","19190037","","3","117411","0.1","19_tsumugi_dazzled_loop","19_tsumugi_dazzled_in","1","0.1","919"
"","19190038","","91","19190030","","","","","","919"
"","19190039","","21","vo_fpc","","0","vo_fpc_21902","","","919"
"10","19190040","0.5","11","117211","0","1","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0","-30","919"
"","19190041","","91","0","","","","","","919"
"","19190042","","93","0.5","","","0","","","919"
"","19190043","","21","vo_fpc","","0","vo_fpc_21903","","","919"
"10","19190044","0.5","11","110011","0","1","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0","0","919"
"","19190045","","91","0","","","","","","919"
"","19190046","","93","0.5","","","0","","","919"
"","19190047","","21","vo_fpc","","0","vo_fpc_21904","","","919"
"10","19190048","0.5","11","117411","0","1","え。二人とも何してるんですか！？\nってか眩しすぎません？","0","0","919"
"","19190049","","91","0","","","","","","919"
"","19190050","","93","0.5","","","0","","","919"
"-180","19190051","","33","61","","0","150","","","919"
"-180","19190052","","33","1211","","0","120","","","919"
"","19190053","","4","117211","","","1","","","919"
"0","19190054","","3","117211","0.1","19_nozomi_float","19_nozomi_notice_float","1","","919"
"","19190055","","21","vo_fpc","","0","vo_fpc_21905","","","919"
"10","19190056","0.5","11","117211","0","1","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0","-30","919"
"","19190057","","91","0","","","","","","919"
"","19190058","","93","0.5","","","0","","","919"
"","19190059","","21","vo_fpc","","0","vo_fpc_21906","","","919"
"10","19190060","0.5","11","110011","0","1","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0","0","919"
"","19190061","","91","0","","","","","","919"
"","19190062","","93","0.5","","","0","","","919"
"-180","19190063","","33","61","","0","180","","","919"
"-180","19190064","","33","1211","","0","150","","","919"
"","19190065","","4","117211","","","0","","","919"
"0","19190066","","3","117211","0.1","19_nozomi_float","19_nozomi_notice_float","1","","919"
"","19190067","","21","vo_fpc","","0","vo_fpc_21907","","","919"
"10","19190068","0.5","11","117211","0","1","私も負けてられないな♪\nもっともっと輝かないと！","0","-30","919"
"","19190069","","91","0","","","","","","919"
"","19190070","","93","0.5","","","0","","","919"
"0","19190071","","3","117211","0.1","19_nozomi_pose_loop","19_nozomi_pose_in","1","0.1","919"
"","19190072","","32","1221","","","1","","","919"
"","19190073","","32","1211","","","0","","","919"
"","19190074","","93","1.5","","","0","","","919"
"","19190075","","21","vo_fpc","","0","vo_fpc_21908","","","919"
"10","19190076","0.5","11","110011","0","1","ウチも、アゲていくよー！\nん～…たー！！","0","0","919"
"","19190077","","91","0","","","","","","919"
"","19190078","","93","0.5","","","0","","","919"
"0","19190079","","3","110011","0.1","19_suzuna_pose_loop","19_suzuna_pose_in","1","0.1","919"
"","19190080","","32","1222","","","1","","","919"
"","19190081","","32","1212","","","0","","","919"
"","19190082","","93","1.5","","","0","","","919"
"-180","19190083","","2","117211","","7.35294117647059","1150","","","919"
"-180","19190084","","33","61","","7.35294117647059","1180","","","919"
"-180","19190085","","33","1221","","7.35294117647059","1150","","","919"
"-180","19190086","","2","110011","","7.35294117647059","850","","","919"
"-180","19190087","","33","62","","7.35294117647059","850","","","919"
"-180","19190088","","33","1222","","7.35294117647059","820","","","919"
"","19190089","","21","vo_fpc","","0","vo_fpc_21909","","","919"
"10","19190090","0.5","11","117411","0","1","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0","0","919"
"","19190091","","91","0","","","","","","919"
"","19190092","","93","0.5","","","0","","","919"
"","19190093","","91","19190083","","","","","","919"
"0","19190094","","3","117411","0.1","19_tsumugi_run_loop","19_tsumugi_run_in","1","0.1","919"
"","19190095","","93","0.3","","","0","","","919"
"-15","19190096","","2","117411","","1.46188652975983","750","","","919"
"","19190097","","91","19190096","","","","","","919"
"22","19200001","20_kasumi_walk","1","1","0","-750","115711","-15","1.4875","920"
"23","19200002","20_kasumi_walk","5","3","0","-750","3","-15","1.4875","920"
"1","19200003","","23","se_10053800","","","se_fpc_water_random","","","920"
"","19200004","","91","19200002","","","","","","920"
"-15","19200005","","2","115711","","4.41176470588235","0","0","","920"
"-15","19200006","","2","3","","4.41176470588235","0","0","","920"
"","19200007","","91","0","","","","","","920"
"1","19200008","","3","115711","","","20_kasumi_talk","","0.3","920"
"1","19200009","","3","3","","","20_kasumi_talk","","0.3","920"
"0","19200010","","21","vo_fpc","","0","vo_fpc_22000","","","920"
"10","19200011","0.5","11","115711","0","1","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0","0","920"
"","19200012","","91","0","","","","","","920"
"","19200013","","93","0.5","","","0","","","920"
"0","19200014","","3","115711","0","20_kasumi_cool_surprise","20_kasumi_cool_in","1","0.2","920"
"0","19200015","","3","3","0","20_kasumi_cool_loop","20_kasumi_cool_in","1","0.2","920"
"0","19200016","","21","vo_fpc","","0","vo_fpc_22001","","","920"
"10","19200017","0.5","11","115711","0","1","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0","0","920"
"","19200018","","91","0","","","","","","920"
"","19200019","","93","0.5","","","0","","","920"
"0","19200020","","21","vo_fpc","","0","vo_fpc_22002","","","920"
"10","19200021","0.5","11","115711","0","1","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0","0","920"
"","19200022","","91","0","","","","","","920"
"","19200023","","93","0.5","","","0","","","920"
"0","19200024","","3","115711","0","20_kasumi_cool_anger","20_kasumi_cool_anger_in","1","0.2","920"
"0","19200025","","3","3","0","20_kasumi_cool_loop","20_kasumi_cool_anger_in","1","0.2","920"
"0","19200026","","21","vo_fpc","","0","vo_fpc_22003","","","920"
"10","19200027","0.5","11","115711","0","1","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0","0","920"
"","19200028","","91","0","","","","","","920"
"","19200029","","93","0.5","","","0","","","920"
"0","19200030","","3","115711","0","20_kasumi_approach_loop","20_kasumi_approach_in","1","0.1","920"
"0","19200031","","3","3","0","20_kasumi_approach_loop","20_kasumi_approach_in","1","0.1","920"
"0","19200032","","21","vo_fpc","","0","vo_fpc_22004","","","920"
"10","19200033","0.5","11","115711","0","1","以上の情報からプロファイリング\nできる犯人は…","0","0","920"
"","19200034","","91","0","","","","","","920"
"","19200035","","93","0.5","","","0","","","920"
"0","19200036","","3","115711","0","20_kasumi_doya_loop","20_kasumi_doya_in","1","0.1","920"
"0","19200037","","3","3","0","20_kasumi_doya_loop","20_kasumi_doya_in","1","0.1","920"
"0","19200038","","21","vo_fpc","","0","vo_fpc_22005","","","920"
"10","19200039","0.5","11","115711","0","1","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0","0","920"
"","19200040","","91","0","","","","","","920"
