8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4
"wac_birthday_clap","0.2","","1","29014054","3","109311","wac_birthday_idle_normal","0","0.2","29014"
"","","","","29014055","93","2","","","","29014"
"","","","","29014056","131","1","","","","29014"
"vo_wac_29014_000","","","","29014057","21","vo_wac_29014","0","0","","29014"
"これって私の誕生日ケーキだよね！？\nみんなで用意してくれたの！？\nもしかして愛情たっぷりの手作り！？\nかわいー！　美味しそうー！","0","0.5","1","29014058","11","109211","1","10","0","29014"
"","","","","29014059","91","0","","","","29014"
"wac_birthday_idle_wish","","","","29014060","3","109211","","1","0.2","29014"
"wac_birthday_talk_smile","","","","29014061","3","109411","","1","0.2","29014"
"vo_wac_29014_001","","","","29014062","21","vo_wac_29014","0","0","","29014"
"ふふっ、喜んでもらえて良かった……\nアンのそんな顔が見たくて……\nがんばってみたの。\n……ね、ルゥ？","0","0.5","1","29014063","11","109411","1","10","0","29014"
"","","","","29014064","91","0","","","","29014"
"wac_birthday_idle_smile","","","","29014065","3","109411","","1","0.2","29014"
"wac_birthday_talk_smile","","","","29014066","3","109311","","1","0.2","29014"
"vo_wac_29014_002","","","","29014067","21","vo_wac_29014","0","0","","29014"
"そうですよー！\nルゥは今回も大活躍だったんですよ！\n材料をぐるぐるかき混ぜたり、\nかき混ぜたり、かき混ぜたりしました！","0","0.5","1","29014068","11","109311","1","10","0","29014"
"","","","","29014069","91","0","","","","29014"
"wac_birthday_idle_smile","","","","29014070","3","109311","","1","0.2","29014"
"wac_birthday_talk_smile","","","","29014071","3","109211","","1","0.2","29014"
"vo_wac_29014_003","","","","29014072","21","vo_wac_29014","0","0","","29014"
"それじゃ、味わって食べなくちゃね！\nあなたも来てくれてありがとう！\nそうだ、みんなで記念の一枚を撮ろう！\n映写魔法を覚えたから、私に任せて♪","0","0.5","1","29014073","11","109211","1","10","0","29014"
"","","","","29014074","91","0","","","","29014"
"","","","","29014075","22","0","","","","29014"
"bgm_M321_2C","","","","30114001","25","bgm_M321","","","","30114"
"102511","0","wac_birthday_idle_normal","-70","30114002","1","1","-1000","250","2","30114"
"102811","1","wac_birthday_idle_normal","-270","30114003","1","1","190","256","2","30114"
"102311","1","wac_birthday_idle_wish","-310","30114004","1","1","320","258","2","30114"
"102111","1","wac_birthday_idle_smile","-290","30114005","1","1","460","257","2","30114"
"300","","","","30114006","13","102511","","","","30114"
"300","","","","30114007","13","102811","","","","30114"
"300","","","","30114008","13","102311","","","","30114"
"300","","","","30114009","13","102111","","","","30114"
"502","","","1","30114010","31","502","0","0","0","30114"
"600","","","1","30114011","31","600","0","0","1","30114"
"602","","","1","30114012","31","602","0","0","0","30114"
"603","","","1","30114013","31","603","0","0","0","30114"
"604","","","1","30114014","31","604","60","30","1","30114"
"615","","","1","30114015","31","615","0","0","1","30114"
"700","","","1","30114016","31","700","0","0","0","30114"
"701","","","1","30114017","31","701","0","0","0","30114"
"702","","","1","30114018","31","702","0","0","0","30114"
"800","","","1","30114019","31","800","0","0","0","30114"
"950","","","1","30114020","31","950","60","30","1","30114"
"","","","","30114021","93","1","","","","30114"
"wac_birthday_reaction_02","0.2","","1","30114022","3","102311","wac_birthday_reaction_03","0","0.2","30114"
"","","","","30114023","93","0.1","","","","30114"
"wac_birthday_reaction_01","0.2","","1","30114024","3","102811","wac_birthday_reaction_04","0","0.2","30114"
"wac_birthday_reaction_01","0.2","","1","30114025","3","102111","wac_birthday_reaction_03","0","0.2","30114"
"","","","","30114026","93","0.3","","","","30114"
"wac_birthday_run_01","","","","30114027","3","102511","","1","0.2","30114"
"0","","","","30114028","2","102511","3","-70","","30114"
"","","","","30114029","93","2.5","","","","30114"
"1","","","","30114030","32","602","","","","30114"
"","","","","30114031","93","0.6","","","","30114"
"1","","","","30114032","32","502","","","","30114"
"0","","","","30114033","32","600","","","","30114"
"0","","","","30114034","32","615","","","","30114"
"0","","","","30114035","32","604","","","","30114"
"1","","","","30114036","32","701","","","","30114"
"0","","","","30114037","33","950","0.01","0","","30114"
"wac_birthday_blowout_03","0.2","","1","30114038","3","102511","wac_birthday_wish_04","0","0.2","30114"
"-200","","","","30114039","2","102511","0.01","-330","","30114"
"wac_birthday_idle_normal","","","","30114040","3","102811","","1","0.2","30114"
"180","","","","30114041","2","102811","0.01","-320","","30114"
"wac_birthday_idle_wish","","","","30114042","3","102311","","1","0.2","30114"
"300","","","","30114043","2","102311","0.01","-360","","30114"
"wac_birthday_idle_smile","","","","30114044","3","102111","","1","0.2","30114"
"440","","","","30114045","2","102111","0.01","-340","","30114"
"","","","","30114046","93","0","","","","30114"
"1","","","","30114047","32","800","","","","30114"
"","","","","30114048","93","0.7","","","","30114"
"1","","","","30114049","32","702","","","","30114"
"","","","","30114050","93","0.5","","","","30114"
"se_sys_login_birthday_blow_candle","","","","30114051","23","se_common","","0","","30114"
"0","","","","30114052","32","701","","","","30114"
"","","","","30114053","93","0.4","","","","30114"
"se_sys_login_birthday_cracker","","","","30114054","23","se_common","","0","","30114"
"1","","","","30114055","32","700","","","","30114"
"se_sys_login_birthday_calendar_applause","","","","30114056","23","se_common","","0","","30114"
"wac_birthday_clap","0.2","","1","30114057","3","102811","wac_birthday_idle_normal","0","0.2","30114"
"","","","","30114058","93","0.1","","","","30114"
"wac_birthday_clap_to_wish","0.2","","1","30114059","3","102311","wac_birthday_idle_wish","0","0.2","30114"
"","","","","30114060","93","0.1","","","","30114"
"wac_birthday_clap","0.2","","1","30114061","3","102111","wac_birthday_idle_smile","0","0.2","30114"
"","","","","30114062","93","2","","","","30114"
"","","","","30114063","131","1","","","","30114"
"vo_wac_30114_000","","","","30114064","21","vo_wac_30114","0","0","","30114"
"こ、こんな立派な誕生日ケーキ……！\nあの、本当によろしかったんですか？\n私、普段からドジばっかりで、\nお役に立ててる自信がなくて……","0","0.5","1","30114065","11","102511","1","10","0","30114"
"","","","","30114066","91","0","","","","30114"
"wac_birthday_idle_sad","","","","30114067","3","102511","","1","0.2","30114"
"wac_birthday_talk_doya","","","","30114068","3","102811","","1","0.2","30114"
"vo_wac_30114_001","","","","30114069","21","vo_wac_30114","0","0","","30114"
"ふーん、それなら確認してみる？\nアヤネ、クルミ、教えてあげて？","0","0.5","1","30114070","11","102811","1","10","0","30114"
"","","","","30114071","91","0","","","","30114"
"wac_birthday_idle_doya","","","","30114072","3","102811","","1","0.2","30114"
"wac_birthday_talk_smile","","","","30114073","3","102311","","1","0.2","30114"
"vo_wac_30114_002","","","","30114074","21","vo_wac_30114","0","0","","30114"
"スズメがお掃除とか洗濯とか\nしてくれてるおかげで、\n救護院はいつもきれいだよ！","0","0.5","1","30114075","11","102311","1","10","0","30114"
"","","","","30114076","91","0","","","","30114"
"wac_birthday_idle_smile","","","","30114077","3","102311","","1","0.2","30114"
"wac_birthday_talk_wish","","","","30114078","3","102111","","1","0.2","30114"
"vo_wac_30114_003","","","","30114079","21","vo_wac_30114","0","0","","30114"
"お料理も、えっと……\nお砂糖とお塩が入れ替わってる日も\nあるけど、なにも間違えなかった日は、\nすっごくおいしく作れてると思います♪","0","0.5","1","30114080","11","102111","1","10","0","30114"
"","","","","30114081","91","0","","","","30114"
"wac_birthday_idle_wish","","","","30114082","3","102111","","1","0.2","30114"
"wac_birthday_talk_smile","","","","30114083","3","102811","","1","0.2","30114"
"vo_wac_30114_004","","","","30114084","21","vo_wac_30114","0","0","","30114"
"分かったかしら？\nちょっぴりドジが多くたって、\nみんながあなたに感謝してる。\n……改めて、誕生日おめでとう。","0","0.5","1","30114085","11","102811","1","10","0","30114"
"","","","","30114086","91","0","","","","30114"
"wac_birthday_idle_smile","","","","30114087","3","102811","","1","0.2","30114"
"wac_birthday_talk_kyapi","","","","30114088","3","102511","","1","0.2","30114"
"vo_wac_30114_005","","","","30114089","21","vo_wac_30114","0","0","","30114"
"うぅ……うぅ～！！\n本当にありがとうございます！\nこれからも、もっともっと\n頑張ってご奉仕しますからね！","0","0.5","1","30114090","11","102511","1","10","0","30114"
"","","","","30114091","91","0","","","","30114"
"","","","","30114092","22","0","","","","30114"
"bgm_M321_2C","","","","30314001","25","bgm_M321","","","","30314"
"106411","0","wac_birthday_idle_normal","-70","30314002","1","1","-1000","250","2","30314"
"105811","1","wac_birthday_idle_normal","-270","30314003","1","1","200","256","2","30314"
"106011","1","wac_birthday_idle_doya","-310","30314004","1","1","310","258","2","30314"
"105911","1","wac_birthday_idle_wish","-290","30314005","1","1","450","257","2","30314"
"300","","","","30314006","13","106411","","","","30314"
"300","","","","30314007","13","105811","","","","30314"
"300","","","","30314008","13","106011","","","","30314"
"300","","","","30314009","13","105911","","","","30314"
"502","","","1","30314010","31","502","0","0","0","30314"
"600","","","1","30314011","31","600","0","0","1","30314"
"602","","","1","30314012","31","602","0","0","0","30314"
"603","","","1","30314013","31","603","0","0","0","30314"
"604","","","1","30314014","31","604","60","30","1","30314"
"615","","","1","30314015","31","615","0","0","1","30314"
"700","","","1","30314016","31","700","0","0","0","30314"
"701","","","1","30314017","31","701","0","0","0","30314"
"702","","","1","30314018","31","702","0","0","0","30314"
"800","","","1","30314019","31","800","0","0","0","30314"
"951","","","1","30314020","31","951","60","30","1","30314"
"","","","","30314021","93","1","","","","30314"
"wac_birthday_reaction_01","0.2","","1","30314022","3","106011","wac_birthday_reaction_04","0","0.2","30314"
"","","","","30314023","93","0.1","","","","30314"
"wac_birthday_reaction_02","0.2","","1","30314024","3","105811","wac_birthday_reaction_03","0","0.2","30314"
"wac_birthday_reaction_01","0.2","","1","30314025","3","105911","wac_birthday_reaction_03","0","0.2","30314"
"","","","","30314026","93","0.3","","","","30314"
"wac_birthday_run_01","","","","30314027","3","106411","","1","0.2","30314"
"0","","","","30314028","2","106411","3","-70","","30314"
"","","","","30314029","93","2.5","","","","30314"
"1","","","","30314030","32","602","","","","30314"
"","","","","30314031","93","0.6","","","","30314"
"1","","","","30314032","32","502","","","","30314"
"0","","","","30314033","32","600","","","","30314"
"0","","","","30314034","32","615","","","","30314"
"0","","","","30314035","32","604","","","","30314"
"1","","","","30314036","32","701","","","","30314"
"0","","","","30314037","33","951","0.01","0","","30314"
"wac_birthday_blowout_01","0.2","","1","30314038","3","106411","wac_birthday_wish_01","0","0.2","30314"
"-200","","","","30314039","2","106411","0.01","-330","","30314"
"wac_birthday_idle_normal","","","","30314040","3","105811","","1","0.2","30314"
"180","","","","30314041","2","105811","0.01","-320","","30314"
"wac_birthday_idle_doya","","","","30314042","3","106011","","1","0.2","30314"
"290","","","","30314043","2","106011","0.01","-360","","30314"
"wac_birthday_idle_wish","","","","30314044","3","105911","","1","0.2","30314"
"420","","","","30314045","2","105911","0.01","-340","","30314"
"","","","","30314046","93","0","","","","30314"
"1","","","","30314047","32","800","","","","30314"
"","","","","30314048","93","0.7","","","","30314"
"1","","","","30314049","32","702","","","","30314"
"","","","","30314050","93","0.5","","","","30314"
"se_sys_login_birthday_blow_candle","","","","30314051","23","se_common","","0","","30314"
"0","","","","30314052","32","701","","","","30314"
"","","","","30314053","93","0.4","","","","30314"
"se_sys_login_birthday_cracker","","","","30314054","23","se_common","","0","","30314"
"1","","","","30314055","32","700","","","","30314"
"se_sys_login_birthday_calendar_applause","","","","30314056","23","se_common","","0","","30314"
"wac_birthday_clap","0.2","","1","30314057","3","105811","wac_birthday_idle_normal","0","0.2","30314"
"","","","","30314058","93","0.1","","","","30314"
"wac_birthday_clap","0.2","","1","30314059","3","106011","wac_birthday_idle_doya","0","0.2","30314"
"","","","","30314060","93","0.1","","","","30314"
"wac_birthday_clap_to_wish","0.2","","1","30314061","3","105911","wac_birthday_idle_wish","0","0.2","30314"
"","","","","30314062","93","2","","","","30314"
"","","","","30314063","131","1","","","","30314"
"vo_wac_30314_000","","","","30314064","21","vo_wac_30314","0","0","","30314"
"えっと、私の誕生日をお祝いしてくれて\nありがとう。こんなふうに、\n誰かにお祝いしてもらえるなんて\n思ってなかったわ。","0","0.5","1","30314065","11","106411","1","10","0","30314"
"","","","","30314066","91","0","","","","30314"
"wac_birthday_idle_smile","","","","30314067","3","106411","","1","0.2","30314"
"wac_birthday_talk_smile","","","","30314068","3","105811","","1","0.2","30314"
"vo_wac_30314_001","","","","30314069","21","vo_wac_30314","0","0","","30314"
"お祝いするに決まってますよ～！\nシェフィちゃんは【美食殿】の大切な\n仲間なんですから♪","0","0.5","1","30314070","11","105811","1","10","0","30314"
