484e350b06b7b61db6b2b88c00d036774bd7744a1e7b81df8522c916350c0831,283e10338d86519f9521b38f252659fce02febdcedd26b7eff92fa3844e26532,4a97e33b0213b97ce6f219e5a36bdedf48d8318c381345e26025afe80bc5eea1,1e87237963fc2b49c77476ca62676438fc512458a97c005d9e74ae6caf501bcd,c6f1b728f3e8de746f3560c227515f72c497a218f580cfa857c0c6b4f0e59e92,3e5475b95efefb4f3d75c4275e9894d84e3dafa11cabf0d86c5b74d1f610794b,42f4928e72fc61c74f5ec56c56ac7109fc4f407e3ef1faac9be56a4ed5eac0af,f8cf7734732c85a23c5633f437c472073d41e78bc8f113b7dae1ca77fda5778f,5a8d9e1503e7589407334397ecdf60f2121b39c4362d17ebbd0f586217e1cce9,ba618bcdec8794aaffb0c7f7b8569478da90cfadc9c0408cb179c34312d54c08,3aefde05799987c7fa0a5be40df63e2057d1ed864c32eeb0631eaa6342092ea0,dd63ccdcb91195e64704e4b38d9d7a512796501a30c78cd8140c089273786d28,f1cc9bf24fbf4ea920f25952e6cdca7c1f5026eedb6e2526b1c45ed704eafc94,8f083b6b4edca7f4f1e31b5ca5adac7da40bf64cf467e7a6fc4eb9c32e50424f,1b8debf669ac0ef3b5a9d1c73cacb0a3185471742aae773acce750e2b0032409,cd9c35c77e11bb59671ea0512cf5cfff1d8c9198462c96c0393dbcdd594019c5,77c83ba0dc62098d7821914f7e0a2d0a8ae6eeab2523d4b239f84c35b31360e4,29ebc5d8778eded9db82a16578f46db7c40a189c4d75b0555c7de4cca54ef00e,85120ff60bdcd325c2e560e174b81408e335481e2590c19093f024824b6500a9,38a836b5a78905ab34f963439f32b64de1bb9aaa3dc1020e48b07baa901c57bf,3b900a56682e080b3855402a2b97176a61f9dafb24b4d83593028133d7aa4358,8bac3055090d58b2831a0bf77516c562b1c0cbde5ff67f9dfcfb3b1875f5415f,ef16951c9180632ef3626562de2cbdbb18c0f741a55cae65c6eefcf2ee4024d9,c52a1ba3fd6850f7bfa5616275aa48dc2fb04c9b63fe60f937aa7a1c7c4667b6,50ab20e11fd6f4bb1e4af7d6e9b02d21dc9d9917cd9247caf334f23197c7555f,fafdbd8c3e840757a2afc8504e27182a47d6dc55dfbc26e5558ea491817cbbd2,3c8a6f559dca3ff81ae03ab442720e39f1f2bfbaed9b1823cd50ad25f7053183,e22d6b5b709a5d74483abeaec5ac3aa976f2c08d063ea950fb1d96e170836da4,ad65839024c8d3095f779cae7daab01f6699008f52aeeb7f853f671fd68d4a1a,e4d63e367eb3b12038ef13808022d23e4ad841d876918e3d18c2236a48dda448,aeef5418b05b72eb1756bb40b9250bb4c8413f433bb04777115eb32071f660b4,0ff4e2ce9c7a924030314575025804b6966619d7afccc108bc36ed96e67a51ad,884596ff252a79bde0499953af510228b087d0b4a60beb78817c8f95bec1e552,c78cec1e939b6e32849b7fe662e092679f899474788616a4da8a0df00971feb6,3a67a83d001bc5296d5e0725bea22702f4d5322f7687d5d14566d49c6535f277,5e6a6f9bc0827e7335d387adf7ca96539c5dcf798a71e52b02f4a95215af2b42,27a85876258f98df1a4e947849ee718562f6fd51759bcce879d583d2987e8144,5fbfb980522ec44afbbc6cbf2c316c2598f77bd651c9843c63ed3c7aed3ede6e,5c6459f386907cd94814c273fe295c87d3e2275d049be3b8064f52ff5a6b93e2,07f4d902ceaed07e233b186741b9a3799ea19d778521bfe6f1df14b6368c6995
"34","34","0","34","34","0","1","0","34","0","34","34","0","34","0","34","0","34","720","34","34","0","0","6864","200000001","34","34","38","1","10","34","202400","10","34","30","20","1","0","34","670240034"
"35","35","0","35","35","0","1","0","35","0","35","35","0","35","0","35","0","35","810","35","35","0","0","7772","200000001","35","35","41","1","10","35","202400","10","35","30","22","1","0","35","670240035"
"36","36","0","36","36","0","1","0","36","0","36","36","0","36","0","36","0","36","900","36","36","0","0","8681","200000001","36","36","44","1","10","36","202400","10","36","30","23","1","0","36","670240036"
"37","37","0","37","37","0","1","0","37","0","37","37","0","37","0","37","0","37","990","37","37","0","0","9589","200000001","37","37","47","1","10","37","202400","10","37","30","25","1","0","37","670240037"
"38","38","0","38","38","0","1","0","38","0","38","38","0","38","0","38","0","38","1081","38","38","0","0","10497","200000001","38","38","49","1","10","38","202400","10","38","30","26","1","0","38","670240038"
"39","39","0","39","39","0","1","0","39","0","39","39","0","39","0","39","0","39","1170","39","39","0","0","11405","200000001","39","39","52","1","10","39","202400","10","39","30","28","1","0","39","670240039"
"40","40","0","40","40","0","1","0","40","0","40","40","0","40","0","40","0","40","1261","40","40","0","0","12314","200000001","40","40","55","1","10","40","202400","10","40","30","29","1","0","40","670240040"
"41","41","0","41","41","0","1","0","41","0","41","41","0","41","0","41","0","41","1351","41","41","0","0","13222","200000001","41","41","58","1","10","41","202400","10","41","30","31","1","0","41","670240041"
"42","42","0","42","42","0","1","0","42","0","42","42","0","42","0","42","0","42","1422","42","42","0","0","13956","200000001","42","42","59","1","10","42","202400","10","42","30","32","1","0","42","670240042"
"43","43","0","43","43","0","1","0","43","0","43","43","0","43","0","43","0","43","1493","43","43","0","0","14691","200000001","43","43","59","1","10","43","202400","10","43","30","32","1","0","43","670240043"
"44","44","0","44","44","0","1","0","44","0","44","44","0","44","0","44","0","44","1564","44","44","0","0","15425","200000001","44","44","60","1","10","44","202400","10","44","30","33","1","0","44","670240044"
"45","45","0","45","45","0","1","0","45","0","45","45","0","45","0","45","0","45","1635","45","45","0","0","16159","200000001","45","45","60","1","10","45","202400","10","45","30","33","1","0","45","670240045"
"46","46","0","46","46","0","1","0","46","0","46","46","0","46","0","46","0","46","1642","46","46","0","0","16415","200000001","46","46","61","1","10","46","202400","10","46","30","35","1","0","46","670240046"
"47","47","0","47","47","0","1","0","47","0","47","47","0","47","0","47","0","47","1530","47","47","0","0","16815","200000001","47","47","66","1","10","47","202400","10","47","30","36","1","0","47","670240047"
"48","48","0","48","48","0","1","0","48","0","48","48","0","48","0","48","0","48","1604","48","48","0","0","20509","200000001","48","48","69","1","10","48","202400","10","48","30","37","1","0","48","670240048"
"49","49","0","49","49","0","1","0","49","0","49","49","0","49","0","49","0","49","1603","49","49","0","0","20700","200000001","49","49","67","1","10","49","202400","10","49","30","36","1","0","49","670240049"
"50","50","0","50","50","0","1","0","50","0","50","50","0","50","0","50","0","50","1641","50","50","0","0","21301","200000001","50","50","69","1","10","50","202400","10","50","30","37","1","0","50","670240050"
"51","51","0","51","51","0","1","0","51","0","51","51","0","51","0","51","0","51","1678","51","51","0","0","21902","200000001","51","51","70","1","10","51","202400","10","51","30","38","1","0","51","670240051"
"52","52","0","52","52","0","1","0","52","0","52","52","0","52","0","52","0","52","1716","52","52","0","0","22503","200000001","52","52","72","1","10","52","202400","10","52","30","39","1","0","52","670240052"
"53","53","0","53","53","0","1","0","53","0","53","53","0","53","0","53","0","53","1754","53","53","0","0","23105","200000001","53","53","73","1","10","53","202400","10","53","30","41","1","0","53","670240053"
"54","54","0","54","54","0","1","0","54","0","54","54","0","54","0","54","0","54","1791","54","54","0","0","23706","200000001","54","54","75","1","10","54","202400","10","54","30","42","1","0","54","670240054"
"55","55","0","55","55","0","1","0","55","0","55","55","0","55","0","55","0","55","1829","55","55","0","0","24307","200000001","55","55","76","1","10","55","202400","10","55","30","43","1","0","55","670240055"
"56","56","0","56","56","0","1","0","56","0","56","56","0","56","0","56","0","56","1866","56","56","0","0","24908","200000001","56","56","78","1","10","56","202400","10","56","30","44","1","0","56","670240056"
"57","57","0","57","57","0","1","0","57","0","57","57","0","57","0","57","0","57","1904","57","57","0","0","25509","200000001","57","57","79","1","10","57","202400","10","57","30","45","1","0","57","670240057"
"58","58","0","58","58","0","1","0","58","0","58","58","0","58","0","58","0","58","2139","58","58","0","0","27072","200000001","58","58","96","1","10","58","202400","10","58","30","57","1","0","58","670240058"
"59","59","0","59","59","0","1","0","59","0","59","59","0","59","0","59","0","59","2373","59","59","0","0","28636","200000001","59","59","114","1","10","59","202400","10","59","30","69","1","0","59","670240059"
"60","60","0","60","60","0","1","0","60","0","60","60","0","60","0","60","0","60","2608","60","60","0","0","30199","200000001","60","60","131","1","10","60","202400","10","60","30","81","1","0","60","670240060"
"61","61","0","61","61","0","1","0","61","0","61","61","0","61","0","61","0","61","2843","61","61","0","0","31762","200000001","61","61","148","1","10","61","202400","10","61","30","93","1","0","61","670240061"
"62","62","0","62","62","0","1","0","62","0","62","62","0","62","0","62","0","62","2948","62","62","0","0","32465","200000001","62","62","149","1","10","62","202400","10","62","30","94","1","0","62","670240062"
"63","63","0","63","63","0","1","0","63","0","63","63","0","63","0","63","0","63","3054","63","63","0","0","33168","200000001","63","63","150","1","10","63","202400","10","63","30","96","1","0","63","670240063"
"64","64","0","64","64","0","1","0","64","0","64","64","0","64","0","64","0","64","3159","64","64","0","0","33871","200000001","64","64","152","1","10","64","202400","10","64","30","97","1","0","64","670240064"
"65","65","0","65","65","0","1","0","65","0","65","65","0","65","0","65","0","65","3265","65","65","0","0","34574","200000001","65","65","153","1","10","65","202400","10","65","30","98","1","0","65","670240065"
"66","66","0","66","66","0","1","0","66","0","66","66","0","66","0","66","0","66","3370","66","66","0","0","35277","200000001","66","66","154","1","10","66","202400","10","66","30","99","1","0","66","670240066"
"67","67","0","67","67","0","1","0","67","0","67","67","0","67","0","67","0","67","3476","67","67","0","0","35981","200000001","67","67","155","1","10","67","202400","10","67","30","101","1","0","67","670240067"
"68","68","0","68","68","0","1","0","68","0","68","68","0","68","0","68","0","68","3581","68","68","0","0","36684","200000001","68","68","156","1","10","68","202400","10","68","30","102","1","0","68","670240068"
"69","69","0","69","69","0","1","0","69","0","69","69","0","69","0","69","0","69","3686","69","69","0","0","37387","200000001","69","69","158","1","10","69","202400","10","69","30","103","1","0","69","670240069"
"70","70","0","70","70","0","1","0","70","0","70","70","0","70","0","70","0","70","3792","70","70","0","0","38090","200000001","70","70","159","1","10","70","202400","10","70","30","105","1","0","70","670240070"
"71","71","0","71","71","0","1","0","71","0","71","71","0","71","0","71","0","71","3897","71","71","0","0","38793","200000001","71","71","160","1","10","71","202400","10","71","30","106","1","0","71","670240071"
"1","1","0","1","1","0","1","0","1","83","1","1","0","1","0","1","0","1","0","1","1","0","0","119","200000001","1","1","6","1","10","1","202500","10","1","30","6","1","0","1","670250001"
"2","2","0","2","2","0","1","0","2","86","2","2","0","2","0","2","0","2","0","2","2","0","0","144","200000001","2","2","7","1","10","2","202500","10","2","30","6","1","0","2","670250002"
"3","3","0","3","3","0","1","0","3","90","3","3","0","3","0","3","0","3","0","3","3","0","0","220","200000001","3","3","7","1","10","3","202500","10","3","30","7","1","0","3","670250003"
"4","4","0","4","4","0","1","0","4","94","4","4","0","4","0","4","0","4","0","4","4","0","0","266","200000001","4","4","8","1","10","4","202500","10","4","30","8","1","0","4","670250004"
"5","5","0","5","5","0","1","0","5","98","5","5","0","5","0","5","0","5","0","5","5","0","0","406","200000001","5","5","8","1","10","5","202500","10","5","30","9","1","0","5","670250005"
"6","6","0","6","6","0","1","0","6","102","6","6","0","6","0","6","0","6","0","6","6","0","0","490","200000001","6","6","9","1","10","6","202500","10","6","30","10","1","0","6","670250006"
"7","7","0","7","7","0","1","0","7","106","7","7","0","7","0","7","0","7","0","7","7","0","0","749","200000001","7","7","9","1","10","7","202500","10","7","30","11","1","0","7","670250007"
"8","8","0","8","8","0","1","0","8","111","8","8","0","8","0","8","0","8","0","8","8","0","0","904","200000001","8","8","11","1","10","8","202500","10","8","30","13","1","0","8","670250008"
"9","9","0","9","9","0","1","0","9","120","9","9","0","9","0","9","0","9","0","9","9","0","0","935","200000001","9","9","11","1","10","9","202500","10","9","30","14","1","0","9","670250009"
"10","10","0","10","10","0","1","0","10","129","10","10","0","10","0","10","0","10","0","10","10","0","0","965","200000001","10","10","11","1","10","10","202500","10","10","30","14","1","0","10","670250010"
"11","11","0","11","11","0","1","0","11","129","11","11","0","11","0","11","0","11","0","11","11","0","0","965","200000001","11","11","11","1","10","11","202500","10","11","30","14","1","0","11","670250011"
"12","12","0","12","12","0","1","0","12","139","12","12","0","12","0","12","0","12","0","12","12","0","0","983","200000001","12","12","12","1","10","12","202500","10","12","30","15","1","0","12","670250012"
"13","13","0","13","13","0","1","0","13","153","13","13","0","13","0","13","0","13","0","13","13","0","0","1001","200000001","13","13","16","1","10","13","202500","10","13","30","21","1","0","13","670250013"
"14","14","0","14","14","0","1","0","14","153","14","14","0","14","0","14","0","14","0","14","14","0","0","1001","200000001","14","14","16","1","10","14","202500","10","14","30","21","1","0","14","670250014"
"15","15","0","15","15","0","1","0","15","166","15","15","0","15","0","15","0","15","0","15","15","0","0","1105","200000001","15","15","17","1","10","15","202500","10","15","30","23","1","0","15","670250015"
"16","16","0","16","16","0","1","0","16","193","16","16","0","16","0","16","0","16","0","16","16","0","0","1329","200000001","16","16","17","1","10","16","202500","10","16","30","23","1","0","16","670250016"
"17","17","0","17","17","0","1","0","17","233","17","17","0","17","0","17","0","17","0","17","17","0","0","1658","200000001","17","17","17","1","10","17","202500","10","17","30","23","1","0","17","670250017"
"18","18","0","18","18","0","1","0","18","266","18","18","0","18","0","18","0","18","0","18","18","0","0","1727","200000001","18","18","18","1","10","18","202500","10","18","30","24","1","0","18","670250018"
"19","19","0","19","19","0","1","0","19","339","19","19","0","19","0","19","0","19","0","19","19","0","0","2124","200000001","19","19","18","1","10","19","202500","10","19","30","24","1","0","19","670250019"
"20","20","0","20","20","0","1","0","20","344","20","20","0","20","0","20","0","20","0","20","20","0","0","2250","200000001","20","20","18","1","10","20","202500","10","20","30","25","1","0","20","670250020"
"21","21","0","21","21","0","1","0","21","346","21","21","0","21","0","21","0","21","0","21","21","0","0","2358","200000001","21","21","18","1","10","21","202500","10","21","30","25","1","0","21","670250021"
"22","22","0","22","22","0","1","0","22","350","22","22","0","22","0","22","0","22","0","22","22","0","0","2466","200000001","22","22","18","1","10","22","202500","10","22","30","25","1","0","22","670250022"
"23","23","0","23","23","0","1","0","23","353","23","23","0","23","0","23","0","23","0","23","23","0","0","2574","200000001","23","23","18","1","10","23","202500","10","23","30","25","1","0","23","670250023"
"24","24","0","24","24","0","1","0","24","363","24","24","0","24","0","24","0","24","0","24","24","0","0","2700","200000001","24","24","21","1","10","24","202500","10","24","30","29","1","0","24","670250024"
"25","25","0","25","25","0","1","0","25","433","25","25","0","25","0","25","0","25","0","25","25","0","0","3141","200000001","25","25","21","1","10","25","202500","10","25","30","29","1","0","25","670250025"
"26","26","0","26","26","0","1","0","26","435","26","26","0","26","0","26","0","26","0","26","26","0","0","3147","200000001","26","26","21","1","10","26","202500","10","26","30","29","1","0","26","670250026"
"27","27","0","27","27","0","1","0","27","436","27","27","0","27","0","27","0","27","0","27","27","0","0","3152","200000001","27","27","21","1","10","27","202500","10","27","30","29","1","0","27","670250027"
"28","28","0","28","28","0","1","0","28","440","28","28","0","28","0","28","0","28","0","28","28","0","0","3646","200000001","28","28","22","1","10","28","202500","10","28","30","30","1","0","28","670250028"
"29","29","0","29","29","0","1","0","29","444","29","29","0","29","0","29","0","29","0","29","29","0","0","4141","200000001","29","29","22","1","10","29","202500","10","29","30","31","1","0","29","670250029"
"30","30","0","30","30","0","1","0","30","449","30","30","0","30","0","30","0","30","0","30","30","0","0","4635","200000001","30","30","23","1","10","30","202500","10","30","30","32","1","0","30","670250030"
"31","31","0","31","31","0","1","0","31","453","31","31","0","31","0","31","0","31","0","31","31","0","0","4800","200000001","31","31","23","1","10","31","202500","10","31","30","32","1","0","31","670250031"
"32","32","0","32","32","0","1","0","32","457","32","32","0","32","0","32","0","32","0","32","32","0","0","4966","200000001","32","32","24","1","10","32","202500","10","32","30","33","1","0","32","670250032"
"33","33","0","33","33","0","1","0","33","461","33","33","0","33","0","33","0","33","0","33","33","0","0","5131","200000001","33","33","24","1","10","33","202500","10","33","30","33","1","0","33","670250033"
"34","34","0","34","34","0","1","0","34","465","34","34","0","34","0","34","0","34","0","34","34","0","0","5296","200000001","34","34","25","1","10","34","202500","10","34","30","33","1","0","34","670250034"
"35","35","0","35","35","0","1","0","35","469","35","35","0","35","0","35","0","35","0","35","35","0","0","5461","200000001","35","35","25","1","10","35","202500","10","35","30","33","1","0","35","670250035"
"36","36","0","36","36","0","1","0","36","474","36","36","0","36","0","36","0","36","0","36","36","0","0","5627","200000001","36","36","26","1","10","36","202500","10","36","30","34","1","0","36","670250036"
"37","37","0","37","37","0","1","0","37","478","37","37","0","37","0","37","0","37","0","37","37","0","0","5792","200000001","37","37","26","1","10","37","202500","10","37","30","34","1","0","37","670250037"
"38","38","0","38","38","0","1","0","38","482","38","38","0","38","0","38","0","38","0","38","38","0","0","6945","200000001","38","38","35","1","10","38","202500","10","38","30","47","1","0","38","670250038"
"39","39","0","39","39","0","1","0","39","569","39","39","0","39","0","39","0","39","0","39","39","0","0","8267","200000001","39","39","35","1","10","39","202500","10","39","30","47","1","0","39","670250039"
"40","40","0","40","40","0","1","0","40","660","40","40","0","40","0","40","0","40","0","40","40","0","0","10028","200000001","40","40","35","1","10","40","202500","10","40","30","48","1","0","40","670250040"
"41","41","0","41","41","0","1","0","41","865","41","41","0","41","0","41","0","41","0","41","41","0","0","11496","200000001","41","41","36","1","10","41","202500","10","41","30","49","1","0","41","670250041"
