4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36
"107583","107493","23","107132","108131","107133","107552","122101"
"108581","108281","24","107133","108132","108131","107553","122101"
"108582","108492","25","108131","108133","108132","108551","122101"
"108583","108283","26","108132","108134","108133","108552","122101"
"108584","108284","27","108133","109131","108134","108553","122101"
"109551","109401","28","108134","109132","109131","108554","122101"
"109552","109282","29","109131","109133","109132","109551","122101"
"109553","109283","30","109132","109134","109133","109552","122101"
"109554","109284","31","109133","10013032","109134","109553","122101"
"10055032","10028032","32","109134","10013033","10013032","109554","122101"
"10055033","10028033","33","10013032","10013034","10013033","10055032","122101"
"10055034","999999","34","10013033","999999","10013034","10055033","122101"
"101011","101281","1","101401","101011","101011","101551","122201"
"101551","102281","2","102493","102013","102011","101551","122201"
"102011","102282","3","102401","103011","102013","102551","122201"
"102552","103281","4","103431","103012","103011","102552","122201"
"103071","103282","5","103401","103013","103012","103551","122201"
"103552","103283","6","103401","104011","103013","103552","122201"
"103013","104281","7","103553","104012","104011","103552","122201"
"104551","104282","8","104011","104013","104012","103553","122201"
"104552","104402","9","104012","104014","104013","104551","122201"
"104554","104284","10","104013","105011","104014","104552","122201"
"105551","105281","11","104014","105012","105011","104553","122201"
"105552","105282","12","105011","105013","105012","105551","122201"
"105553","105343","13","105012","105014","105013","105552","122201"
"105554","105284","14","105013","105015","105014","105553","122201"
"105555","105285","15","105014","105016","105015","105554","122201"
"105556","105286","16","105015","105017","105016","105555","122201"
"105557","105287","17","105016","106011","105017","105556","122201"
"106551","106281","18","105017","106012","106011","105557","122201"
"106552","106282","19","106011","106013","106012","106551","122201"
"106553","106283","20","106012","107011","106013","106552","122201"
"107551","107281","21","106013","107012","107011","106553","122201"
"107552","107492","22","107011","107013","107012","107551","122201"
"107553","107493","23","107012","108011","107013","107552","122201"
"108551","108431","24","107013","108012","108011","107553","122201"
"108552","108312","25","108011","108013","108012","108551","122201"
"108553","108313","26","108012","108014","108013","108552","122201"
"108554","108314","27","108013","109011","108014","108553","122201"
"109551","109341","28","108014","109012","109011","108554","122201"
"109552","109432","29","109011","109013","109012","109551","122201"
"109553","109343","30","109012","109014","109013","109552","122201"
"109554","109434","31","109013","10001032","109014","109553","122201"
"10055032","10034032","32","109014","10001033","10001032","109554","122201"
"10055033","10043033","33","10001032","10001034","10001033","10055032","122201"
"10055034","999999","34","10001033","999999","10001034","10055033","122201"
"101611","101371","1","101521","101251","101251","101611","122301"
"101611","102371","2","102461","102222","102221","101611","122301"
"102611","102372","3","102521","103221","102222","102611","122301"
"102613","103521","4","103521","103252","103221","102613","122301"
"103611","103371","5","103522","103222","103252","103611","122301"
"103371","103372","6","103522","104221","103222","103613","122301"
"103222","104371","7","103614","104222","104221","103613","122301"
"104611","104522","8","104221","104223","104222","103614","122301"
"104612","104462","9","104222","104224","104223","104611","122301"
"104613","104463","10","104223","105221","104224","104612","122301"
"105611","105521","11","104224","105222","105221","104613","122301"
"105612","105372","12","105221","105223","105222","105611","122301"
"105613","105373","13","105222","105224","105223","105612","122301"
"105614","105523","14","105223","105225","105224","105613","122301"
"105615","105375","15","105224","105226","105225","105614","122301"
"105616","105376","16","105225","105227","105226","105615","122301"
"105617","105377","17","105226","106221","105227","105616","122301"
"106611","106371","18","105227","106222","106221","105617","122301"
"106612","106372","19","106221","106223","106222","106611","122301"
"106613","106373","20","106222","107221","106223","106612","122301"
"107611","107371","21","106223","107222","107221","106613","122301"
"107612","107372","22","107221","107223","107222","107611","122301"
"107613","107373","23","107222","108221","107223","107612","122301"
"108611","108521","24","107223","108222","108221","107613","122301"
"108612","108462","25","108221","108223","108222","108611","122301"
"108613","108523","26","108222","108224","108223","108612","122301"
"108614","108524","27","108223","109221","108224","108613","122301"
"109611","109461","28","108224","109222","109221","108614","122301"
"109612","109522","29","109221","109223","109222","109611","122301"
"109613","109463","30","109222","109224","109223","109612","122301"
"109614","109524","31","109223","10022032","109224","109613","122301"
"10061032","10046032","32","109224","10022033","10022032","109614","122301"
"10061033","10046033","33","10022032","10022034","10022033","10061032","122301"
"10061034","999999","34","10022033","999999","10022034","10061033","122301"
"101071","101281","1","101431","101101","101101","101581","122401"
"101101","102341","2","102431","102101","102071","101581","122401"
"102071","102342","3","102432","103071","102101","102581","122401"
"102101","103341","4","103431","103101","103071","102582","122401"
"103071","103342","5","103432","103072","103101","103581","122401"
"103552","103343","6","103432","104101","103072","103582","122401"
"103072","104341","7","103583","104102","104101","103552","122401"
"104551","104342","8","104101","104103","104102","103553","122401"
"104552","104343","9","104102","104104","104103","104551","122401"
"104553","104284","10","104103","105101","104104","104552","122401"
"105551","105341","11","104344","105102","105101","104554","122401"
"105552","105282","12","105341","105103","105102","105551","122401"
"105553","105343","13","105342","105104","105103","105552","122401"
"105554","105344","14","105343","105105","105104","105553","122401"
"105555","105285","15","105344","105106","105105","105554","122401"
"105556","105286","16","105285","105107","105106","105555","122401"
"105557","105287","17","105286","106101","105107","105556","122401"
"106551","106281","18","105287","106102","106101","105557","122401"
"106552","106282","19","106281","106103","106102","106551","122401"
"106553","106283","20","106282","107101","106103","106552","122401"
"107551","107281","21","106283","107102","107101","106553","122401"
"107552","107282","22","107281","107103","107102","107551","122401"
"107553","107283","23","107282","108101","107103","107552","122401"
"108551","108401","24","107283","108102","108101","107553","122401"
"108552","108312","25","108401","108103","108102","108551","122401"
"108553","108403","26","108312","108104","108103","108552","122401"
"108554","108494","27","108403","109101","108104","108553","122401"
"109551","109341","28","108494","109102","109101","108554","122401"
"109552","109282","29","109341","109103","109102","109551","122401"
"109553","109343","30","109282","109104","109103","109552","122401"
"109554","109284","31","109343","10010032","109104","109553","122401"
"10055032","10034032","32","109284","10010033","10010032","109554","122401"
"10055033","10043033","33","10034032","10010034","10010033","10055032","122401"
"10055034","999999","34","10043033","999999","10010034","10055033","122401"
"101011","101281","1","101401","101011","101011","101551","122501"
"101551","102281","2","102071","102013","102011","101551","122501"
"102011","102282","3","102401","103011","102013","102551","122501"
"102552","103281","4","103431","103012","103011","102552","122501"
"103071","103282","5","103401","103013","103012","103551","122501"
"103552","103283","6","103401","104011","103013","103552","122501"
