1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009810036","1009810","21","vo_lsv","vo_lsv_1023","0","0","","","",""
"1009810037","1009810","11","100411","하지만…\n그 전에 할 일은 있어.","10","1","1","0","0","0"
"1009810038","1009810","91","0","","","","","","",""
"1009810039","1009810","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009810040","1009810","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009810041","1009810","3","100411","lsv_talk_guts2","0","lsv_talk_guts2_loop","1","0","0.2",""
"1009810042","1009810","21","vo_lsv","vo_lsv_1024","0","0","","","",""
"1009810043","1009810","11","100411","뮤뮤를 건강하게 만들고,\n또 특훈!\n저쪽에서도 괜찮도록 말이야♪","10","1","1","0","0","0"
"1009810044","1009810","91","0","","","","","","",""
"1009810045","1009810","3","100411","lsv_idle_guts2_joy","1","","","0.2","",""
"1009810046","1009810","3","103611","lsv_talk_doya","0","lsv_talk_doya_loop","1","0","0.2",""
"1009810047","1009810","21","vo_lsv","vo_lsv_1025","0","0","","","",""
"1009810048","1009810","11","103611","…아직,\n할 일은 많네.\n우리도 힘내야겠어.","10","1","1","0","0","0"
"1009810049","1009810","91","0","","","","","","",""
"1009810050","1009810","3","103611","lsv_idle_doya","1","","","0.2","",""
"1009810051","1009810","3","100411","lsv_talk_cool_joy","0","lsv_talk_cool_joy_loop","1","0","0.2",""
"1009810052","1009810","21","vo_lsv","vo_lsv_1026","0","0","","","",""
"1009810053","1009810","11","100411","그래그래, 그 기세야!","10","1","1","0","0","0"
"1009810054","1009810","91","0","","","","","","",""
"1009810055","1009810","3","100411","lsv_idle_cool_joy","1","","","0.2","",""
"1009810056","1009810","3","102011","lsv_talk_wish_joy","1","","","0.2","",""
"1009810057","1009810","21","vo_lsv","vo_lsv_1027","0","0","","","",""
"1009810058","1009810","11","102011","그럼, 우선은\n뮤뮤를 건강하게\n만들어야지!","10","1","1","0","0","0"
"1009810059","1009810","91","0","","","","","","",""
"1009810060","1009810","3","102011","lsv_idle_wish_joy","1","","","0.2","",""
"1009810061","1009810","3","100411","lsv_talk_cool_loop","1","","","0.2","",""
"1009810062","1009810","21","vo_lsv","vo_lsv_1028","0","0","","","",""
"1009810063","1009810","11","100411","건강하게라~\n오빠.\n무슨 좋은 아이디어 있어?","10","1","1","0","0","0"
"1009810064","1009810","91","0","","","","","","",""
"1009810065","1009810","3","100411","lsv_idle_cool","1","","","0.2","",""
"1009810066","1009810","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009810067","1009810","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009810068","1009810","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009810069","1009810","93","0.1","0","","","","","",""
"1009810070","1009810","2","100411","-452","-235","0.33","2","","0.2",""
"1009810071","1009810","2","102011","420","-220","0.33","2","","0.2",""
"1009810072","1009810","2","103611","545","-250","0.33","2","","0.2",""
"1009810073","1009810","22","0","0","1","","","0.2","",""
"1009810074","1009810","103","밥을 잔뜩 준다","1009810077","0","","","","",""
"1009810075","1009810","103","많이 잔다","1009810101","0","","","","",""
"1009810076","1009810","103","가볍게 논다","1009810125","0","","","","",""
"1009810077","1009810","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810078","1009810","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810079","1009810","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810080","1009810","93","0.1","0","","","","","",""
"1009810081","1009810","2","100411","-200","-235","0.33","2","","0.2",""
"1009810082","1009810","2","102011","100","-220","0.33","2","","0.2",""
"1009810083","1009810","2","103611","270","-250","0.33","2","","0.2",""
"1009810084","1009810","93","0.7","0","","","","","",""
"1009810085","1009810","3","103611","lsv_talk_joy3_blink","1","","","0.2","",""
"1009810086","1009810","21","vo_lsv","vo_lsv_1029","0","0","","","",""
"1009810087","1009810","11","103611","배가 고프면\n힘은 낼 수 없으니까요.\n그런 속담도 있고.","10","1","1","0","0","0"
"1009810088","1009810","91","0","","","","","","",""
"1009810089","1009810","3","103611","lsv_idle_normal_joy","1","","","0.2","",""
"1009810090","1009810","3","102011","lsv_talk_joy1","1","","","0.2","",""
"1009810091","1009810","21","vo_lsv","vo_lsv_1030","0","0","","","",""
"1009810092","1009810","11","102011","뮤뮤가 기뻐할 만한 밥\n잔뜩 만들어 줘야지~♪","10","1","1","0","0","0"
"1009810093","1009810","91","0","","","","","","",""
"1009810094","1009810","3","102011","lsv_idle_joy","1","","","0.2","",""
"1009810095","1009810","3","100411","lsv_talk_guts2_joy","0","lsv_talk_guts2_joy_loop","1","0","0.2",""
"1009810096","1009810","21","vo_lsv","vo_lsv_1031","0","0","","","",""
"1009810097","1009810","11","100411","좋~았어, 미소기도 하겠어~!\n스태미나가 붙는 요리,\n척척 만들어야지~!","10","1","1","0","0","0"
"1009810098","1009810","91","0","","","","","","",""
"1009810099","1009810","3","100411","lsv_idle_guts2_joy","1","","","0.2","",""
"1009810100","1009810","101","1009810149","","","","","","",""
"1009810101","1009810","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810102","1009810","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810103","1009810","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810104","1009810","93","0.1","0","","","","","",""
"1009810105","1009810","2","100411","-200","-235","0.33","2","","0.2",""
"1009810106","1009810","2","102011","100","-220","0.33","2","","0.2",""
"1009810107","1009810","2","103611","270","-250","0.33","2","","0.2",""
"1009810108","1009810","93","0.7","0","","","","","",""
"1009810109","1009810","3","100411","lsv_talk_normal_suprise1","1","","","0.2","",""
"1009810110","1009810","21","vo_lsv","vo_lsv_1032","0","0","","","",""
"1009810111","1009810","11","100411","피곤하면 잠이 오지~\n그럼, 뮤뮤가\n잠자기 편안하게 해주자!","10","1","1","0","0","0"
"1009810112","1009810","91","0","","","","","","",""
"1009810113","1009810","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009810114","1009810","3","103611","lsv_talk_thinking_talkR","1","","","0.2","",""
"1009810115","1009810","21","vo_lsv","vo_lsv_1033","0","0","","","",""
"1009810116","1009810","11","103611","잠자기 편안하게…\n자장가를 부르거나 하면 되나.","10","1","1","0","0","0"
"1009810117","1009810","91","0","","","","","","",""
"1009810118","1009810","3","103611","lsv_idle_thinking_surprise","1","","","0.2","",""
"1009810119","1009810","3","102011","lsv_talk_joy3","1","","","0.2","",""
"1009810120","1009810","21","vo_lsv","vo_lsv_1034","0","0","","","",""
"1009810121","1009810","11","102011","그림책을 읽어주는 것도\n좋을 것 같아~\n다 같이 읽어주자♪","10","1","1","0","0","0"
"1009810122","1009810","91","0","","","","","","",""
"1009810123","1009810","3","102011","lsv_idle_joy","1","","","0.2","",""
"1009810124","1009810","101","1009810149","","","","","","",""
"1009810125","1009810","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810126","1009810","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810127","1009810","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009810128","1009810","93","0.1","0","","","","","",""
"1009810129","1009810","2","100411","-200","-235","0.33","2","","0.2",""
"1009810130","1009810","2","102011","100","-220","0.33","2","","0.2",""
"1009810131","1009810","2","103611","270","-250","0.33","2","","0.2",""
"1009810132","1009810","93","0.7","0","","","","","",""
"1009810133","1009810","3","102011","lsv_talk_surprise","1","","","0.2","",""
"1009810134","1009810","21","vo_lsv","vo_lsv_1035","0","0","","","",""
"1009810135","1009810","11","102011","어? 놀면\n더 피곤해지거나\n하지 않을까…?","10","1","1","0","0","0"
"1009810136","1009810","91","0","","","","","","",""
"1009810137","1009810","3","102011","lsv_idle_surprise","1","","","0.2","",""
"1009810138","1009810","3","100411","lsv_talk_thinking_joyR","1","","","0.2","",""
"1009810139","1009810","21","vo_lsv","vo_lsv_1036","0","0","","","",""
"1009810140","1009810","11","100411","하지만 놀면 기분이\n상쾌해지기도 하지~\n의외로 괜찮…을지도?","10","1","1","0","0","0"
"1009810141","1009810","91","0","","","","","","",""
"1009810142","1009810","3","100411","lsv_idle_thinking_joy1","1","","","0.2","",""
"1009810143","1009810","3","103611","lsv_talk_thinking_talkR","1","","","0.2","",""
"1009810144","1009810","21","vo_lsv","vo_lsv_1037","0","0","","","",""
"1009810145","1009810","11","103611","수면의 질을 올린다…\n라고, 어른들이 말하곤 하지.\n정말로 가볍게 해보자.","10","1","1","0","0","0"
"1009810146","1009810","91","0","","","","","","",""
"1009810147","1009810","3","103611","lsv_idle_thinking_joy1","1","","","0.2","",""
"1009810148","1009810","101","1009810149","","","","","","",""
"1009810149","1009810","91","0","","","","","","",""
"1009810150","1009810","102","","","","","","","",""
"1009810151","1009810","22","0","0.2","","","","","",""
"1009810152","1009810","93","0.2","","","","","","",""
"1009810153","1009810","12","102011","11","1","0","0","0","0","0"
"1009810154","1009810","3","102011","lsv_talk_joy1","1","","","0.2","",""
"1009810155","1009810","93","3","0","","","","","",""
"1009810156","1009810","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009810157","1009810","12","100411","6","1","0","0","0","0","0"
"1009810158","1009810","3","100411","lsv_talk_guts1","0","lsv_talk_guts1_loop","1","0","0.2",""
"1009810159","1009810","93","3","0","","","","","",""
"1009810160","1009810","3","100411","lsv_idle_joy_normal","1","","","0.2","",""
"1009810161","1009810","12","103611","7","1","0","0","0","0","0"
"1009810162","1009810","3","103611","lsv_talk_cool_normal2","0","lsv_talk_cool_normal2_loop","1","0","0.2",""
"1009810163","1009810","93","3","0","","","","","",""
"1009810164","1009810","3","103611","lsv_idle_normal_joy","1","","","0.2","",""
"1009810165","1009810","101","1009810153","","","","","","",""
"1009810166","1009810","6","333","1","1","1","0","1","0",""
"1009810167","1009810","4","100411","1","","","","","",""
"1009810168","1009810","3","100411","lsv_run","1","","","0.2","",""
"1009810169","1009810","2","100411","-750","-235","0.8","0","","",""
"1009810170","1009810","4","102011","0","","","","","",""
"1009810171","1009810","3","102011","lsv_run","1","","","0.2","",""
"1009810172","1009810","2","102011","750","-220","0.8","0","","",""
"1009810173","1009810","4","103611","0","","","","","",""
"1009810174","1009810","3","103611","lsv_run","1","","","0.2","",""
"1009810175","1009810","2","103611","850","-250","0.8","0","","",""
"1009810176","1009810","93","0.6","","","","","","",""
"1009810177","1009810","6","100411","1","1","1","0","0.2","0",""
"1009810178","1009810","6","102011","1","1","1","0","0.2","0",""
"1009810179","1009810","6","103611","1","1","1","0","0.2","0",""
"1009810180","1009810","91","0","","","","","","",""
"1009811001","1009811","1","1","102011","102","-200","-495","1.95","0","lsv_idle_normal"
"1009811002","1009811","1","1","103611","100","100","-480","1.95","1","lsv_idle_normal"
"1009811003","1009811","1","1","100411","101","270","-510","1.95","1","lsv_idle_normal"
"1009811004","1009811","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009811005","1009811","6","333","1","1","1","0","0","0",""
"1009811006","1009811","6","102011","1","1","1","0","0","0",""
"1009811007","1009811","6","103611","1","1","1","0","0","0",""
"1009811008","1009811","6","100411","1","1","1","0","0","0",""
"1009811009","1009811","93","1","0","","","","","",""
"1009811010","1009811","6","333","1","1","1","0.4","0.8","0",""
"1009811011","1009811","3","102011","lsv_jump1","0","lsv_idle_normal","1","0.2","0.2",""
"1009811012","1009811","3","103611","lsv_jump1","0","lsv_idle_normal","1","0.2","0.2",""
"1009811013","1009811","3","100411","lsv_jump1","0","lsv_idle_normal","1","0.2","0.2",""
"1009811014","1009811","93","0.3","","","","","","",""
"1009811015","1009811","2","102011","-200","-235","0.75","0","","",""
"1009811016","1009811","2","103611","100","-220","0.75","0","","",""
"1009811017","1009811","2","100411","270","-250","0.75","0","","",""
"1009811018","1009811","6","102011","1","1","1","1","0.4","0",""
"1009811019","1009811","6","103611","1","1","1","1","0.4","0",""
"1009811020","1009811","6","100411","1","1","1","1","0.4","0",""
"1009811021","1009811","93","2","0","","","","","",""
"1009811022","1009811","3","100411","lsv_talk_doya","0","lsv_talk_doya_loop","1","0","0.2",""
"1009811023","1009811","21","vo_lsv","vo_lsv_1121","0","0","","","",""
"1009811024","1009811","11","100411","뮤뮤도\n건강해졌으니,\n특훈 시작이야!","10","1","1","0","0","0"
"1009811025","1009811","91","0","","","","","","",""
"1009811026","1009811","3","100411","lsv_idle_doya","1","","","0.2","",""
"1009811027","1009811","3","103611","lsv_talk_surprise","1","","","0.2","",""
"1009811028","1009811","21","vo_lsv","vo_lsv_1122","0","0","","","",""
"1009811029","1009811","11","103611","미미.\n수다 공부는\n어떤 걸 했어?","10","1","1","0","0","0"
"1009811030","1009811","91","0","","","","","","",""
"1009811031","1009811","3","103611","lsv_idle_surprise","1","","","0.2","",""
"1009811032","1009811","3","102011","lsv_talk_wish_joy","1","","","0.2","",""
"1009811033","1009811","21","vo_lsv","vo_lsv_1123","0","0","","","",""
"1009811034","1009811","11","102011","에헤헤♪\n어떤 거라고 생각해~?","10","1","1","0","0","0"
"1009811035","1009811","91","0","","","","","","",""
"1009811036","1009811","3","102011","lsv_idle_joy","1","","","0.2","",""
"1009811037","1009811","3","100411","lsv_talk_surprise_talkjoy","1","","","0.2","",""
"1009811038","1009811","21","vo_lsv","vo_lsv_1124","0","0","","","",""
"1009811039","1009811","11","100411","오, 어쩐지 퀴즈 같아!\n좋~았어, 맞추겠어~!\n으~음…","10","1","1","0","0","0"
"1009811040","1009811","91","0","","","","","","",""
"1009811041","1009811","3","100411","lsv_idle_surprise","1","","","0.2","",""
"1009811042","1009811","3","103611","lsv_talk_thinking_talkR","1","","","0.2","",""
"1009811043","1009811","21","vo_lsv","vo_lsv_1125","0","0","","","",""
"1009811044","1009811","11","103611","나도 생각해 볼까.\n수다 공부…\n수다 공부……","10","1","1","0","0","0"
"1009811045","1009811","91","0","","","","","","",""
"1009811046","1009811","3","103611","lsv_idle_thinking","1","","","0.2","",""
"1009811047","1009811","3","100411","lsv_idle_thinking","1","","","0.2","",""
"1009811048","1009811","21","vo_lsv","vo_lsv_1126","0","0","","","",""
"1009811049","1009811","11","103611","으~음…","10","1","1","0","0","0"
"1009811050","1009811","11","100411","으~음…","10","1","1","0","0","0"
"1009811051","1009811","91","0","","","","","","",""
"1009811052","1009811","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009811053","1009811","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009811054","1009811","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009811055","1009811","93","0.1","0","","","","","",""
"1009811056","1009811","2","102011","-452","-235","0.33","2","","0.2",""
"1009811057","1009811","2","103611","420","-220","0.33","2","","0.2",""
"1009811058","1009811","2","100411","545","-250","0.33","2","","0.2",""
"1009811059","1009811","22","0","0","1","","","0.2","",""
"1009811060","1009811","103","수다 떨었을 뿐?","1009811063","0","","","","",""
"1009811061","1009811","103","수다…인가.","1009811063","0","","","","",""
"1009811062","1009811","103","수다라고 생각하는데…","1009811063","0","","","","",""
"1009811063","1009811","3","102011","lsv_choice","0","lsv_idle_normal_joyR","1","0","0.2",""
"1009811064","1009811","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
