3dbf40f03b6ff2f1c8d9c39a89e6294e956a8d676a490029af30dbd9dd04236b,2710d234cc987095a3ebe5f03b6f1e97f15e250bc8ea7f14531e4e04c4f77e95,e9b0c157c3d862b74bba6c56d8f619d4d6b81ae872f33be9b88362f39ae81421,49c8227d47b570d30c3cdf42248e25a8e32c047da54e0e34b5a2a1133a479cc8,2d6942ce614ff4083d1fd7b411ded838105de61b179754f98421769f95e143b3,b0aa9836d92856e203662ebbbbeb80467055501fe7d57f5e7e0fe3fd47b4db03,c624f8f9ebee422137e0e5759f9cb72e50ce85822b957674d286df8d240ceaf2,81f604810a45520059b868ff08663b7199d04f089dcf72cd08b1311245b669bd,56477a760dd63fa5c66abdd6ab997d5e59c0c272ad28c7e86975f05126ccebb3,836f6c5d3b740f43fc2d788102e1273f0abea5a21f63234a33dc022ac2b728bd,7bad2245517dab1c69b4e3b0f88e65898cd3a3d12c089c8fb7c40dcb22884dd4
"1046501042","1046501","21","vo_adv_1046501","vo_adv_1046501_001","0","0","","","",""
"1046501043","1046501","11","104611","붕어빵 말고 케이크까지\n만들 수 있다니……\n너는 의외로 요리를 잘하는 거 같다냥?","6","1","1","0","0",""
"1046501044","1046501","91","0","","","","","","",""
"1046501045","1046501","21","vo_adv_1046501","vo_adv_1046501_002","0","0","","","",""
"1046501046","1046501","11","104611","냐냥……?\n네 케이크를 보고 있었더니\n새로운 붕어빵 아이디어가\n자꾸자꾸 솟아오른다냥!","6","1","1","0","0",""
"1046501047","1046501","91","0","","","","","","",""
"1046501048","1046501","21","vo_adv_1046501","vo_adv_1046501_003","0","0","","","",""
"1046501049","1046501","11","104611","냐후훗……\n그럼 다음에, 일품 붕어빵을\n너에게 대접해주겠다냥!\n기대하며 기다려라냥♪","6","1","1","0","0",""
"1046501050","1046501","91","0","","","","","","",""
"1046501051","1046501","31","9","9","0","0","1","1","",""
"1046501052","1046501","131","0","","","","","","",""
"1046501053","1046501","22","0","1","0","0","","","",""
"1046501054","1046501","111","","","","","","","",""
"1046501055","1046501","91","0","","","","","","",""
"1047501001","1047501","1","1","104711","850","400","-220","1.5","1","cmn_talk_def_N"
"1047501002","1047501","31","8","8","0","0","1","1","",""
"1047501003","1047501","31","7","7","0","0","1","1","",""
"1047501004","1047501","31","58","58","0","0","1","1","",""
"1047501005","1047501","31","3","3","0","0","1","1","",""
"1047501006","1047501","31","2","2","0","0","1","1","",""
"1047501007","1047501","31","1","1","0","0","1","1","",""
"1047501008","1047501","31","12","12","0","0","1","0","",""
"1047501009","1047501","3","104711","blb_run_01","1","","","0.3","",""
"1047501010","1047501","2","104711","90","-220","1.3","0","","",""
"1047501011","1047501","25","bgm_M321","bgm_M321_2C","","","","","",""
"1047501012","1047501","121","0","0","1.25","1.25","0","0","",""
"1047501013","1047501","32","12","1","","","","","",""
"1047501014","1047501","23","se_common","se_sys_login_birthday_new_01","","","","","",""
"1047501015","1047501","93","1.3","","","","","","",""
"1047501016","1047501","3","104711","blb_stop","0","blb_idle","0","0.05","0.3",""
"1047501017","1047501","2","104711","80","-220","0.25","0","","",""
"1047501018","1047501","93","1.4","","","","","","",""
"1047501019","1047501","121","0","0","1.4","1.4","1","3","",""
"1047501020","1047501","131","1","","","","","","",""
"1047501021","1047501","3","104711","blb_blowout_jun","0","blb_jun_tired","1","0.3","0.3",""
"1047501022","1047501","93","3.4","","","","","","",""
"1047501023","1047501","32","12","0","","","","","",""
"1047501024","1047501","31","14","14","0","0","1","1","",""
"1047501025","1047501","23","se_common","se_sys_login_birthday_blow_candle","","","","","",""
"1047501026","1047501","93","1.2","","","","","","",""
"1047501027","1047501","23","se_adv_tickle_02","se_adv_tickle_02","","","","","",""
"1047501028","1047501","31","4","4","0","0","1","1","",""
"1047501029","1047501","93","1","","","","","","",""
"1047501030","1047501","23","se_common","se_sys_login_birthday_02","","","","","",""
"1047501031","1047501","93","1.05","","","","","","",""
"1047501032","1047501","23","se_common","se_sys_login_birthday_cracker","","","","","",""
"1047501033","1047501","31","6","6","0","0","1","1","",""
"1047501034","1047501","3","104711","blb_joy_04","0","blb_wish_04","1","0.3","0",""
"1047501035","1047501","93","2","","","","","","",""
"1047501036","1047501","21","vo_adv_1047501","vo_adv_1047501_000","0","0","","","",""
"1047501037","1047501","13","104711","870","","","","","",""
"1047501038","1047501","11","104711","고맙다, 소년.\n설마 이렇게 성대하게 생일을\n축하해 줄 거라곤 생각도 못 했어.","6","1","1","0","0",""
"1047501039","1047501","91","0","","","","","","",""
"1047501040","1047501","21","vo_adv_1047501","vo_adv_1047501_001","0","0","","","",""
"1047501041","1047501","11","104711","그건 그렇고 훌륭한 케이크군,\n혼자서는 다 못 먹겠는걸.\n그렇지, 단원 모두랑 같이……","5","1","1","0","0",""
"1047501042","1047501","91","0","","","","","","",""
"1047501043","1047501","21","vo_adv_1047501","vo_adv_1047501_002","0","0","","","",""
"1047501044","1047501","11","104711","어? 이 케이크, 네가\n직접 만든 건가? 그 얘길\n들으니 다른 사람에게 주는 건\n아깝겠는데……","6","1","1","0","0",""
"1047501045","1047501","91","0","","","","","","",""
"1047501046","1047501","21","vo_adv_1047501","vo_adv_1047501_003","0","0","","","",""
"1047501047","1047501","11","104711","모처럼의 생일이니\n네 케이크를 독점하는 정도의\n어리광은 부려도 괜찮……겠지?","6","1","1","0","0",""
"1047501048","1047501","91","0","","","","","","",""
"1047501049","1047501","21","vo_adv_1047501","vo_adv_1047501_004","0","0","","","",""
"1047501050","1047501","11","104711","혹시 괜찮다면,\n너도 내 어리광에\n어울려 준다면 기쁠 거야.","5","1","1","0","0",""
"1047501051","1047501","91","0","","","","","","",""
"1047501052","1047501","31","9","9","0","0","1","1","",""
"1047501053","1047501","131","0","","","","","","",""
"1047501054","1047501","22","0","1","0","0","","","",""
"1047501055","1047501","111","","","","","","","",""
"1047501056","1047501","91","0","","","","","","",""
"1048501001","1048501","1","1","104811","850","400","-220","1.5","1","cmn_talk_def_N"
"1048501002","1048501","31","8","8","0","0","1","1","",""
"1048501003","1048501","31","7","7","0","0","1","1","",""
"1048501004","1048501","31","62","62","0","0","1","1","",""
"1048501005","1048501","31","3","3","0","0","1","1","",""
"1048501006","1048501","31","2","2","0","0","1","1","",""
"1048501007","1048501","31","1","1","0","0","1","1","",""
"1048501008","1048501","31","12","12","0","0","1","0","",""
"1048501009","1048501","3","104811","blb_run_01","1","","","0.3","",""
"1048501010","1048501","2","104811","90","-220","1.3","0","","",""
"1048501011","1048501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1048501012","1048501","121","0","0","1.25","1.25","0","0","",""
"1048501013","1048501","32","12","1","0","0","1","1","",""
"1048501014","1048501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1048501015","1048501","93","1.3","","","","","","",""
"1048501016","1048501","3","104811","blb_stop","0","blb_idle","0","0.05","0.3",""
"1048501017","1048501","2","104811","80","-220","0.25","0","","",""
"1048501018","1048501","93","1.4","","","","","","",""
"1048501019","1048501","121","0","0","1.4","1.4","1","3","",""
"1048501020","1048501","131","1","","","","","","",""
"1048501021","1048501","3","104811","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1048501022","1048501","93","0.7","","","","","","",""
"1048501023","1048501","32","12","0","0","0","1","1","",""
"1048501024","1048501","31","13","13","0","0","1","1","",""
"1048501025","1048501","93","0.2","","","","","","",""
"1048501026","1048501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1048501027","1048501","93","1.2","","","","","","",""
"1048501028","1048501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1048501029","1048501","31","4","4","0","0","1","1","",""
"1048501030","1048501","93","1","","","","","","",""
"1048501031","1048501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1048501032","1048501","3","104811","blb_idle_02","1","","0","0.3","",""
"1048501033","1048501","93","1.05","","","","","","",""
"1048501034","1048501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1048501035","1048501","31","6","6","0","0","1","1","",""
"1048501036","1048501","3","104811","blb_joy_04","0","blb_wish_04","1","0","",""
"1048501037","1048501","93","2","","","","","","",""
"1048501038","1048501","21","vo_adv_1048501","vo_adv_1048501_000","0","0","","","",""
"1048501039","1048501","13","104811","870","","","","","",""
"1048501040","1048501","11","104811","이 케이크…… 네가 직접 만든 거 맞지?\n만드는 데 시간도 오래 걸리고 손도 많이 갔을 텐데,\n전부 날 위해서……?\n고마워, 엄청 기뻐!","4","1","1","0","0",""
"1048501041","1048501","91","0","","","","","","",""
"1048501042","1048501","21","vo_adv_1048501","vo_adv_1048501_001","0","0","","","",""
"1048501043","1048501","11","104811","그건 그렇고, 이런 성대한\n서프라이즈를 나한테 들키지도 않고,\n심지어 완벽하게 해내다니……","6","1","1","0","0",""
"1048501044","1048501","91","0","","","","","","",""
"1048501045","1048501","21","vo_adv_1048501","vo_adv_1048501_002","0","0","","","",""
"1048501046","1048501","11","104811","역시 내 자랑스러운 제자야!\n스승으로서도 자부심이 느껴지는걸!\n가족 모두에게 소개하러\n다니고 싶을 정도야!","6","1","1","0","0",""
"1048501047","1048501","91","0","","","","","","",""
"1048501048","1048501","21","vo_adv_1048501","vo_adv_1048501_003","0","0","","","",""
"1048501049","1048501","11","104811","……앗. 바, 방금 한 말은\n그런 게 아니니까!?\n부모님을 만나서…… 같은 얘기에\n깊은 뜻은 없으니까!","7","1","1","0","0",""
"1048501050","1048501","91","0","","","","","","",""
"1048501051","1048501","21","vo_adv_1048501","vo_adv_1048501_004","0","0","","","",""
"1048501052","1048501","11","104811","아, 아무튼!\n오늘만큼은 효율을 도외시하겠어!\n너와 보내는 특별한 시간을\n최대한으로 즐길 거니까♪","4","1","1","0","0",""
"1048501053","1048501","91","0","","","","","","",""
"1048501054","1048501","31","9","9","0","0","1","1","",""
"1048501055","1048501","131","0","","","","","","",""
"1048501056","1048501","22","0","1","0","0","","","",""
"1048501057","1048501","111","","","","","","","",""
"1048501058","1048501","91","0","","","","","","",""
"1049501001","1049501","1","1","104911","850","400","-220","1.5","1","cmn_talk_def_N"
"1049501002","1049501","31","8","8","0","0","1","1","",""
"1049501003","1049501","31","7","7","0","0","1","1","",""
"1049501004","1049501","31","57","57","0","0","1","1","",""
"1049501005","1049501","31","3","3","0","0","1","1","",""
"1049501006","1049501","31","2","2","0","0","1","1","",""
"1049501007","1049501","31","1","1","0","0","1","1","",""
"1049501008","1049501","31","12","12","0","0","1","0","",""
"1049501009","1049501","3","104911","blb_run_01","1","","","0.3","",""
"1049501010","1049501","2","104911","90","-220","1.3","0","","",""
"1049501011","1049501","25","bgm_M321","bgm_M321_2C","","","","","",""
"1049501012","1049501","121","0","0","1.25","1.25","0","0","",""
"1049501013","1049501","32","12","1","","","","","",""
"1049501014","1049501","23","se_common","se_sys_login_birthday_new_01","0","","","","",""
"1049501015","1049501","93","1.3","","","","","","",""
"1049501016","1049501","3","104911","blb_stop","0","blb_idle","0","0.05","0.3",""
"1049501017","1049501","2","104911","80","-220","0.25","0","","",""
"1049501018","1049501","93","1.4","","","","","","",""
"1049501019","1049501","121","0","0","1.4","1.4","1","3","",""
"1049501020","1049501","131","1","","","","","","",""
"1049501021","1049501","3","104911","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1049501022","1049501","93","0.7","","","","","","",""
"1049501023","1049501","32","12","0","","","","","",""
"1049501024","1049501","31","13","13","0","0","1","1","",""
"1049501025","1049501","93","0.2","","","","","","",""
"1049501026","1049501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1049501027","1049501","93","1.2","","","","","","",""
"1049501028","1049501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1049501029","1049501","31","4","4","0","0","1","1","",""
"1049501030","1049501","93","1","","","","","","",""
"1049501031","1049501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1049501032","1049501","3","104911","blb_idle","1","","0","0.3","",""
"1049501033","1049501","93","1.05","","","","","","",""
"1049501034","1049501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1049501035","1049501","31","6","6","0","0","1","1","",""
"1049501036","1049501","3","104911","blb_joy_01","0","blb_wish_01","1","0","",""
"1049501037","1049501","93","2","","","","","","",""
"1049501038","1049501","21","vo_adv_1049501","vo_adv_1049501_000","0","0","","","",""
"1049501039","1049501","13","104911","870","","","","","",""
"1049501040","1049501","11","104911","동생이 준 사랑이 담긴 케이크♪\n누나만을 위한 선물……\n기뻐서 몸 둘 바를 모르겠어~♪\n고마워, 동생아!","6","1","1","0","0",""
"1049501041","1049501","91","0","","","","","","",""
"1049501042","1049501","21","vo_adv_1049501","vo_adv_1049501_001","0","0","","","",""
"1049501043","1049501","11","104911","에헤헤♪\n둘만의 생일이라……\n어쩐지 가슴이 두근거리기 시작했어.","6","1","1","0","0",""
"1049501044","1049501","91","0","","","","","","",""
"1049501045","1049501","21","vo_adv_1049501","vo_adv_1049501_002","0","0","","","",""
"1049501046","1049501","11","104911","……지금부터 뭘 할까?\n오늘은 누나의 생일이니까,\n무슨 소원이든 들어주는 거지?\n후훗, 하루 종일 동생을 독차지♪","6","1","1","0","0",""
"1049501047","1049501","91","0","","","","","","",""
"1049501048","1049501","21","vo_adv_1049501","vo_adv_1049501_003","0","0","","","",""
"1049501049","1049501","11","104911","일단 같이 케이크를 자르자♪\n자, 같이 칼을 잡고, 누나랑\n동생이 함께하는 사랑의 공동 작업이야.\n그 후에는 아~앙 하고 먹여줄게♪","5","1","1","0","0",""
"1049501050","1049501","91","0","","","","","","",""
"1049501051","1049501","31","9","9","0","0","1","1","",""
"1049501052","1049501","131","0","","","","","","",""
"1049501053","1049501","22","0","1","0","0","","","",""
"1049501054","1049501","111","","","","","","","",""
"1049501055","1049501","91","0","","","","","","",""
"1050501001","1050501","1","1","105011","850","400","-220","1.5","1","cmn_talk_def_N"
"1050501002","1050501","31","8","8","0","0","1","1","",""
"1050501003","1050501","31","7","7","0","0","1","1","",""
"1050501004","1050501","31","71","71","0","0","1","1","",""
"1050501005","1050501","31","3","3","0","0","1","1","",""
"1050501006","1050501","31","2","2","0","0","1","1","",""
"1050501007","1050501","31","1","1","0","0","1","1","",""
"1050501008","1050501","31","12","12","0","0","1","0","",""
"1050501009","1050501","3","105011","blb_run_01","1","","","0.3","",""
"1050501010","1050501","2","105011","90","-220","1.3","0","","",""
"1050501011","1050501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1050501012","1050501","121","0","0","1.25","1.25","0","0","",""
"1050501013","1050501","32","12","1","0","0","1","1","",""
"1050501014","1050501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1050501015","1050501","93","1.3","","","","","","",""
"1050501016","1050501","3","105011","blb_stop","0","blb_idle","0","0.05","0.3",""
"1050501017","1050501","2","105011","80","-220","0.25","0","","",""
"1050501018","1050501","93","1.4","","","","","","",""
"1050501019","1050501","121","0","0","1.4","1.4","1","3","",""
